VarJ,MountainCar_std1_higher,AvgEpLen,MountainCar_mu0_higher,MountainCar_mu1_higher,NatGrad2Norm,BatchSize,J,ReturnMean,AvgRet,NumTrajectories,NatGradInftyNorm,ReturnMax,ActionIn1,MinEpLen,Iteration,StepSize,TimestepsSoFar,MountainCar_std0_higher
0.0005529518441252606,1.5,500.0,-0.4416444,-0.8971903,0.02461328,100,-0.45628552085709834,-0.45628552085709834,-2.2992829136054445,100,0.024601443,-0.00010227112839682561,3.768553,500,1,1.0,50000,0.14999999
0.0008485250994841508,1.5,500.0,-0.41704297,-0.896427,0.112629615,100,-0.47945641071668027,-0.46787096578688925,-2.418040535489391,200,0.09923766,-0.00010227112839682561,-1.0251057,500,2,1.0,50000,0.14999999
0.0005076269343237912,1.5,500.0,-0.3637765,-0.7971893,0.03652051,100,-0.37392038641125747,-0.436554105995012,-1.8837896523792639,300,0.03616346,-0.00010227112839682561,-1.3025657,500,3,1.0,50000,0.14999999
0.0003600419172423334,1.5,500.0,-0.32761306,-0.8022836,0.046607345,100,-0.2626611737772578,-0.3930808729405734,-1.3236252026179849,400,0.042624492,-0.00010227112839682561,1.8117478,500,4,1.0,50000,0.14999999
0.0006462573961938222,1.5,500.0,-0.30876106,-0.84490806,0.12699884,100,-0.3001738546795002,-0.3744994692883588,-1.5109073036387832,500,0.1193601,-0.00010227112839682561,-3.5321944,500,5,1.0,50000,0.14999999
0.0003690180675458543,1.5,500.0,-0.26538047,-0.72554797,0.025941806,100,-0.19402257837730164,-0.3444199874698492,-0.9758121285397923,600,0.02313807,-0.00010227112839682561,-1.7205862,500,6,1.0,50000,0.14999999
0.0004163084426183839,1.5,500.0,-0.2422424,-0.7372786,0.09307461,100,-0.208314802018573,-0.32497638954823843,-1.0484884884478352,700,0.08728193,-0.00010227112839682561,-1.2424668,500,7,1.0,50000,0.14999999
0.00034840750655274985,1.5,500.0,-0.20991981,-0.64999664,0.06786123,100,-0.17303877211732085,-0.30598418736937366,-0.8722371594974403,800,0.06158668,-0.00010227112839682561,0.01071021,500,8,1.0,50000,0.14999999
0.00022845455752558527,1.5,500.0,-0.18142022,-0.58840996,0.05572043,100,-0.14164181544874843,-0.28772392382263756,-0.713486532195148,900,0.051290736,-0.00010227112839682561,0.08260128,500,9,1.0,50000,0.14999999
0.00017896680592354813,1.5,500.0,-0.15964806,-0.6397007,0.0398637,100,-0.1221496257914309,-0.2711664940195169,-0.6139159558663817,1000,0.035648417,-0.00010227112839682561,-1.5012414,500,10,1.0,50000,0.14999999
0.00014379904780149606,1.5,500.0,-0.14180696,-0.6753491,0.029078681,100,-0.09845969371835714,-0.2554658758103206,-0.49545760977519754,1100,0.024922762,-3.991610734594127e-05,0.20947586,500,11,1.0,50000,0.14999999
0.00015430812695441226,1.5,500.0,-0.12682612,-0.6504263,0.015131453,100,-0.09927484710925773,-0.2424499567518986,-0.4999577984425622,1200,0.015036231,-1.8599282719800166e-05,-1.0638908,500,12,1.0,50000,0.14999999
9.943952741766146e-05,1.5,500.0,-0.11178989,-0.6521212,0.021626756,100,-0.07717952590520044,-0.22973684668676803,-0.38792352681395703,1300,0.020724593,-1.8599282719800166e-05,-1.719592,500,13,1.0,50000,0.14999999
0.00012738440144404687,1.5,500.0,-0.10560864,-0.6313966,0.027832808,100,-0.09740165152534028,-0.22028433274666603,-0.49019720669661804,1400,0.026495187,-7.290353015482485e-06,-1.552028,500,14,1.0,50000,0.14999999
7.234317639931567e-05,1.5,500.0,-0.097083956,-0.65789175,0.02580049,100,-0.07096148576723599,-0.21032947628137072,-0.35756784165130895,1500,0.025345206,-7.290353015482485e-06,-1.7311747,500,15,1.0,50000,0.14999999
7.627882046581575e-05,1.5,500.0,-0.09225841,-0.63254654,0.0106579345,100,-0.07247801200532282,-0.2017137597641177,-0.3645883464838787,1600,0.010208043,-7.290353015482485e-06,-0.93448174,500,16,1.0,50000,0.14999999
0.00018567300051721151,1.5,500.0,-0.08205037,-0.6294826,0.01976917,100,-0.09756345884812496,-0.19558727147494168,-0.4906803940138764,1700,0.018162044,-7.290353015482485e-06,-1.6043767,500,17,1.0,50000,0.14999999
6.80219935965899e-05,1.5,500.0,-0.06388833,-0.6372903,0.007509076,100,-0.0747362354995051,-0.18887332503186188,-0.37679667143503826,1800,0.0073668323,-2.4622714374551533e-06,-0.7353183,500,18,1.0,50000,0.14999999
0.00011260483845104246,1.5,500.0,-0.056521494,-0.63874495,0.007322554,100,-0.07297816085146802,-0.18277357954868323,-0.36939609420761266,1900,0.0072108074,-2.4622714374551533e-06,-0.5560538,500,19,1.0,50000,0.14999999
3.852945986291477e-05,1.5,500.0,-0.049310688,-0.64001936,0.003552295,100,-0.05354370358272989,-0.17631208575038557,-0.2690826407958125,2000,0.003286579,-2.4622714374551533e-06,-1.2186898,500,20,1.0,50000,0.14999999
0.00019125256127886482,1.5,500.0,-0.04602411,-0.6413674,0.0031510326,100,-0.08599572499003645,-0.17201130666655942,-0.43519192111160615,2100,0.003096882,-2.4622714374551533e-06,-0.7513114,500,21,1.0,50000,0.14999999
0.00010462286652764005,1.5,500.0,-0.04544245,-0.6382705,0.0053863116,100,-0.08963441323424033,-0.16826690241963582,-0.4541316987809958,2200,0.004907617,-2.4622714374551533e-06,-1.5035198,500,22,1.0,50000,0.14999999
6.759940230455595e-05,1.5,500.0,-0.04766228,-0.6431781,0.011754782,100,-0.058659666398424744,-0.1635013704187136,-0.2952911891038226,2300,0.009160379,-2.4622714374551533e-06,-0.9681506,500,23,1.0,50000,0.14999999
5.8355514776059005e-05,1.5,500.0,-0.04029598,-0.6523385,0.018359935,100,-0.05189803066054382,-0.15885123126212317,-0.26192860271164675,2400,0.017924482,-2.4622714374551533e-06,-0.5990343,500,24,1.0,50000,0.14999999
0.00010226714587272036,1.5,500.0,-0.036321037,-0.670263,0.0059044464,100,-0.07390901959561892,-0.15545354279546303,-0.3736260242590068,2500,0.0046522985,-2.4622714374551533e-06,-2.260804,500,25,1.0,50000,0.14999999
0.00010222302884665721,1.5,500.0,-0.032685295,-0.6749153,0.016188718,100,-0.06872326299246952,-0.1521177628030402,-0.34721296619744474,2600,0.016119003,-2.4622714374551533e-06,-0.38007128,500,26,1.0,50000,0.14999999
7.517473095800872e-05,1.5,500.0,-0.031184526,-0.6910343,0.006585699,100,-0.06729828022055646,-0.1489763004851704,-0.34006130073170987,2700,0.0059689623,-2.4622714374551533e-06,-1.1402082,500,27,1.0,50000,0.14999999
0.00012513854110906688,1.5,500.0,-0.025215564,-0.6938169,0.02423899,100,-0.07131286907246784,-0.14620260650614533,-0.3604147239948028,2800,0.022838363,-2.4622714374551533e-06,-0.925628,500,28,1.0,50000,0.14999999
8.023725277740141e-05,1.5,500.0,-0.01709535,-0.67097855,0.008886737,100,-0.05926575109803788,-0.14320478390586577,-0.29911824561292366,2900,0.008710484,-1.8071157844025044e-07,-1.1103215,500,29,1.0,50000,0.14999999
4.80714312189259e-05,1.5,500.0,-0.018856477,-0.66226804,0.017498916,100,-0.06611076390747947,-0.1406349832392529,-0.33389391990545564,3000,0.01748897,-1.8071157844025044e-07,0.3848977,500,30,1.0,50000,0.14999999
