TimestepsSoFar,NumTrajectories,MountainCar_std0_higher,J,NatGrad2Norm,BatchSize,ActionIn1,MountainCar_mu0_higher,Iteration,StepSize,MountainCar_std1_higher,MinEpLen,AvgRet,AvgEpLen,ReturnMax,ReturnMean,NatGradInftyNorm,MountainCar_mu1_higher,VarJ
49967,100,0.14999999,-1.3552929403478433,0.16110815,100,-0.78957117,-0.820599,1,1.0,1.5,467,-5.942918939210615,499.67,-0.2333355906802736,-1.3552929403478433,0.1540353,0.57150435,0.0019229158682895014
50000,200,0.14999999,-1.2172573505065052,0.14598122,100,-1.0837942,-0.77338713,2,1.0,1.5,500,-6.158004118035587,500.0,-0.2333355906802736,-1.2862751454271741,0.14142379,0.41746905,0.0015054773201224878
50000,300,0.14999999,-1.1229478859884778,0.10458182,100,0.2619021,-0.7371956,3,1.0,1.5,500,-5.672667921512336,500.0,-0.2333355906802736,-1.2318327256142754,0.10126942,0.27604526,0.0010829829817452304
50000,400,0.14999999,-1.053772859676008,0.046685662,100,1.0439823,-0.7110831,4,1.0,1.5,500,-5.325748660496994,500.0,-0.2333355906802736,-1.1873177591297084,0.040464044,0.17477584,0.0014902802706881965
50000,500,0.14999999,-0.9695679421395522,0.06855984,100,-0.51964843,-0.6706191,5,1.0,1.5,500,-4.8886864255305476,500.0,-0.12980189816476975,-1.1437677957316774,0.049448386,0.15149039,0.0014491263878209026
50000,600,0.14999999,-0.8879442378517688,0.05724867,100,-1.2412633,-0.6211707,6,1.0,1.5,500,-4.484658355838474,500.0,-0.06402669112792883,-1.1011305360850259,0.057242367,0.19898048,0.0012006792842902186
50000,700,0.14999999,-0.7566450201988869,0.21704794,100,-1.5756042,-0.5639283,7,1.0,1.5,500,-3.8289544934297446,500.0,-0.06402669112792883,-1.0519183195298631,0.20935982,0.19813095,0.0012003681062813664
50000,800,0.14999999,-0.6324914025007174,0.147859,100,-1.3536127,-0.5066721,8,1.0,1.5,500,-3.1949070376976465,500.0,-0.011084403569490434,-0.9994899549012198,0.13612422,-0.011228874,0.0011437677450338172
50000,900,0.14999999,-0.5096495788329132,0.06676378,100,-1.4141529,-0.44894442,9,1.0,1.5,500,-2.572142800883538,500.0,-0.004244605111542396,-0.9450632464491858,0.053557064,-0.1473531,0.0007295812034063771
50000,1000,0.14999999,-0.3887098753775126,0.19637732,100,1.2488555,-0.40908164,10,1.0,1.5,500,-1.959389557945415,500.0,-0.00356807150293923,-0.8894279093420185,0.19468488,-0.09379603,0.0005933669084867024
50000,1100,0.14999999,-0.4129760667283773,0.18882218,100,-1.0979898,-0.3833552,11,1.0,1.5,500,-2.083123367514539,500.0,-0.00356807150293923,-0.8461141054680511,0.1849295,0.10088885,0.0005214176158053674
50000,1200,0.14999999,-0.34624296835092194,0.12382678,100,-3.1859365,-0.34521213,12,1.0,1.5,500,-1.748417115414878,500.0,-0.00356807150293923,-0.8044581773749571,0.116821684,0.28581834,0.0006304280750014706
50000,1300,0.14999999,-0.26629644964459886,0.06861557,100,-0.9818833,-0.30415407,13,1.0,1.5,500,-1.343967620797738,500.0,-6.6923417562941e-05,-0.7630611213956987,0.06240185,0.40264,0.00042292796755904897
50000,1400,0.14999999,-0.20989021855454124,0.13052198,100,2.0994735,-0.27562153,14,1.0,1.5,500,-1.063428047693321,500.0,-6.6923417562941e-05,-0.7235489140499018,0.1280405,0.34023815,0.00042517277084134017
50000,1500,0.14999999,-0.18278113128646173,0.07799365,100,-0.040505543,-0.25029138,15,1.0,1.5,500,-0.9219745561200942,500.0,-3.956736368389764e-05,-0.687497728532339,0.073629566,0.21219765,0.0003843398284234023
50000,1600,0.14999999,-0.16298087656273533,0.019357238,100,-0.9434798,-0.22456792,16,1.0,1.5,500,-0.8231330708488039,500.0,-3.7878015417394045e-05,-0.6547154252842389,0.016858503,0.28582722,0.00021936639786610044
50000,1700,0.14999999,-0.18560093342643713,0.033486426,100,0.83669096,-0.20770942,17,1.0,1.5,500,-0.9369606629476382,500.0,-3.7878015417394045e-05,-0.6271204551749564,0.02653106,0.2763144,0.00026200410993269547
50000,1800,0.14999999,-0.1443108885531532,0.023650136,100,0.63328254,-0.18117836,18,1.0,1.5,500,-0.7289166270767977,500.0,-3.7878015417394045e-05,-0.6002977014737452,0.023150478,0.25588298,0.00028155262333968213
50000,1900,0.14999999,-0.1266856598904405,0.048883315,100,-2.231782,-0.15802789,19,1.0,1.5,500,-0.6428992676187919,500.0,-3.522764780311009e-05,-0.575370751916729,0.043682653,0.2607187,0.00024293394188972832
50000,2000,0.14999999,-0.08823872117668786,0.027904745,100,-0.27320468,-0.13608696,20,1.0,1.5,500,-0.4462846746266034,500.0,-3.522764780311009e-05,-0.5510141503797271,0.024861194,0.21703605,0.0001444215965236326
50000,2100,0.14999999,-0.09835614942553116,0.01152705,100,-0.99452114,-0.123414315,21,1.0,1.5,500,-0.49853563888673974,500.0,-3.2690247763378885e-05,-0.5294590074771462,0.011443766,0.24189726,0.00014526075528330354
50000,2200,0.14999999,-0.08212229669188414,0.02196804,100,-1.4507966,-0.11197055,22,1.0,1.5,500,-0.4151069432263951,500.0,-3.2690247763378885e-05,-0.5091255206232708,0.019352458,0.24328041,9.848234443020286e-05
50000,2300,0.14999999,-0.10646998570779868,0.017411275,100,-0.527813,-0.10157454,23,1.0,1.5,500,-0.5395730604070985,500.0,-3.2690247763378885e-05,-0.4916187582356416,0.013677897,0.26263288,0.00014385753227576947
50000,2400,0.14999999,-0.064132072673987,0.020429594,100,1.6946876,-0.087896645,24,1.0,1.5,500,-0.32458339544758563,500.0,-3.2690247763378885e-05,-0.4738068130039059,0.0198543,0.2518594,5.4843746937431384e-05
50000,2500,0.14999999,-0.06914901243518395,0.0067459764,100,-0.11434415,-0.083082594,25,1.0,1.5,500,-0.34951353563258847,500.0,-3.2690247763378885e-05,-0.457620500981157,0.0060552685,0.2717137,5.812877671870456e-05
50000,2600,0.14999999,-0.07126649461739312,0.025796048,100,-1.8669297,-0.07702733,26,1.0,1.5,500,-0.3613013285070031,500.0,-1.751816003429466e-05,-0.44276073150562767,0.024771804,0.26874018,6.428695607833388e-05
50000,2700,0.14999999,-0.08182271380369231,0.011337048,100,2.064905,-0.06983054,27,1.0,1.5,500,-0.4142267723255771,500.0,-1.751816003429466e-05,-0.4293926567759263,0.01046201,0.24396837,0.00010905827789681457
50000,2800,0.14999999,-0.05416793417505611,0.018811882,100,-1.8937355,-0.05936853,28,1.0,1.5,500,-0.27526104153517555,500.0,-1.751816003429466e-05,-0.41599177382589525,0.018770918,0.23960087,4.911625776667974e-05
50000,2900,0.14999999,-0.05928896547352045,0.02011748,100,0.4788502,-0.05812776,29,1.0,1.5,500,-0.2998727788435791,500.0,-1.751816003429466e-05,-0.40369167698615827,0.01876773,0.22082995,5.060775529429985e-05
50000,3000,0.14999999,-0.05722512311761044,0.004472293,100,1.9596564,-0.05088308,30,1.0,1.5,500,-0.2898071108164972,500.0,-2.3904792202045536e-07,-0.3921427918572066,0.003918415,0.23959768,4.0715858613566373e-05
50000,3100,0.14999999,-0.05632767314357181,0.0072083957,100,-0.008313224,-0.046964668,31,1.0,1.5,500,-0.28521946499849,500.0,-2.3904792202045536e-07,-0.38131004609225067,0.006876509,0.23744188,0.00010376489394392899
50000,3200,0.14999999,-0.054667232527024774,0.018375997,100,-0.2013894,-0.044802587,32,1.0,1.5,500,-0.2781161388898134,500.0,-2.3904792202045536e-07,-0.3711024581683373,0.018046023,0.23056537,6.278886121053493e-05
50000,3300,0.14999999,-0.07898964187038084,0.02622929,100,1.2872334,-0.041335847,33,1.0,1.5,500,-0.40116765800542176,500.0,-2.3904792202045536e-07,-0.3622505546441569,0.02616078,0.24861139,0.00011686011759269737
50000,3400,0.14999999,-0.0752173106287483,0.0035750363,100,-1.1099702,-0.03944131,34,1.0,1.5,500,-0.38320581040596413,500.0,-2.3904792202045536e-07,-0.35380840040840955,0.0033656477,0.27477217,8.290826513584596e-05
50000,3500,0.14999999,-0.05838700804371535,0.00348306,100,2.2868216,-0.04064684,35,1.0,1.5,500,-0.2972535562835784,500.0,-2.3904792202045536e-07,-0.34536778919798966,0.0026378704,0.2781378,4.756150836771523e-05
50000,3600,0.14999999,-0.07521212837226757,0.013263183,100,2.2971177,-0.03837234,36,1.0,1.5,500,-0.3814668261374004,500.0,-2.3904792202045536e-07,-0.33786346528616407,0.011551053,0.28077567,8.452860077032535e-05
50000,3700,0.14999999,-0.05652426843028958,0.025329033,100,1.1773634,-0.031854276,37,1.0,1.5,500,-0.29203454236463483,500.0,-2.3904792202045536e-07,-0.33025970320897824,0.025218224,0.2692246,4.5260506544613773e-05
50000,3800,0.14999999,-0.06580599360716913,0.024091585,100,1.7519915,-0.029487604,38,1.0,1.5,500,-0.33209603859612036,500.0,-2.3904792202045536e-07,-0.32330039506156216,0.023677362,0.2440064,8.710465010019758e-05
50000,3900,0.14999999,-0.05215307325635978,0.019187948,100,0.5255946,-0.03393586,39,1.0,1.5,500,-0.26580866719093793,500.0,-2.3904792202045536e-07,-0.31634789963065957,0.019184278,0.26768374,4.913261776578074e-05
50000,4000,0.14999999,-0.06794101907343238,0.014034419,100,0.286179,-0.033560622,40,1.0,1.5,500,-0.34509965841100537,500.0,-2.3904792202045536e-07,-0.310137727616729,0.013631236,0.24849947,9.398359962533475e-05
