VarJ,TimestepsSoFar,MountainCar_std1_higher,NumTrajectories,ReturnMax,MountainCar_mu0_higher,MountainCar_std0_higher,MountainCar_mu1_higher,J,Iteration,AvgEpLen,BatchSize,ActionIn1,NatGradInftyNorm,AvgRet,NatGrad2Norm,ReturnMean,MinEpLen,StepSize
0.001816255849453524,50000,1.5,1600,0.4064719729248911,-0.6903008,0.14999999,0.58298236,-1.0902995480860251,16,500.0,100,-2.0840864,0.14900361,-5.536754632699237,0.17144795,-1.1949810541102657,500,0.1
0.0015542833667561054,50000,1.5,1700,0.4064719729248911,-0.6818201,0.14999999,0.568082,-0.9772137758472629,17,500.0,100,-2.2450562,0.04180034,-4.945636610275509,0.04437752,-1.182171214212442,500,0.1
0.001123817222109256,50000,1.5,1800,0.4064719729248911,-0.6776401,0.14999999,0.56957227,-1.0207235527979777,18,500.0,100,-1.3963454,0.049334303,-5.168061656795653,0.06946672,-1.1732018996894162,500,0.1
0.001344272140750744,50000,1.5,1900,0.4064719729248911,-0.67270666,0.14999999,0.5646817,-0.9938642137019866,19,500.0,100,1.2517242,0.19572747,-5.046776253074964,0.20233127,-1.1637630741111302,500,0.1
0.0015701833400074833,50000,1.5,2000,0.4064719729248911,-0.6675796,0.14999999,0.545109,-1.030969785996361,20,500.0,100,-0.62000227,0.077234946,-5.223897663015242,0.07824904,-1.1571234097053922,500,0.1
0.0014333792543461243,50000,1.5,2100,0.4064719729248911,-0.6598561,0.14999999,0.54636467,-0.9407924086710695,21,500.0,100,0.5348965,0.047167905,-4.762586019558301,0.05627645,-1.1468219334656624,500,0.1
0.001623649386602818,50000,1.5,2200,0.4064719729248911,-0.65513927,0.14999999,0.54943424,-0.9662746991379576,22,500.0,100,-0.28472665,0.24040015,-4.875491531970305,0.2498954,-1.1386152409962211,500,0.1
0.0015984709809941245,50000,1.5,2300,0.4064719729248911,-0.64831614,0.14999999,0.5734743,-0.9415368813024562,23,500.0,100,3.4446244,0.11515466,-4.769711768347912,0.13069695,-1.1300466166617096,500,0.1
0.0015241614660397307,50000,1.5,2400,0.4064719729248911,-0.64213467,0.14999999,0.56195885,-0.9077788246421377,24,500.0,100,-0.24689385,0.09680142,-4.6052591882157525,0.11080586,-1.120785458660894,500,0.1
0.0011858724109753225,50000,1.5,2500,0.4064719729248911,-0.6367426,0.14999999,0.5522787,-0.9062311935824158,25,500.0,100,1.406209,0.2548176,-4.575136340859181,0.259486,-1.112203288057755,500,0.1
0.001585824519399186,50000,1.5,2600,0.4064719729248911,-0.6318426,0.14999999,0.57776046,-0.9100339036648485,26,500.0,100,-1.6144254,0.21063367,-4.607936750363455,0.22085206,-1.1044275425041818,500,0.1
0.0014291052142313735,50000,1.5,2700,0.4064719729248911,-0.62520254,0.14999999,0.5566971,-0.8550268103311474,27,500.0,100,-0.6657513,0.049129248,-4.318597932378952,0.05880941,-1.095190478349625,500,0.1
0.0016166333432813755,50000,1.5,2800,0.4064719729248911,-0.6202896,0.14999999,0.5599295,-0.8782035384847245,28,500.0,100,-0.3703365,0.14129125,-4.440825714413893,0.15616354,-1.0874409447830213,500,0.1
0.0013013167185861143,50000,1.5,2900,0.4064719729248911,-0.6136384,0.14999999,0.5458004,-0.8640140176320718,29,500.0,100,-0.50375545,0.055656273,-4.376402407651861,0.07350313,-1.0797365679847126,500,0.1
0.0012341876919522113,50000,1.5,3000,0.4064719729248911,-0.60807276,0.14999999,0.54099923,-0.8118907097033753,30,500.0,100,-1.1135546,0.28022036,-4.103241379081606,0.2833722,-1.0708083727086681,500,0.1
0.0011968117870045805,50000,1.5,3100,0.4064719729248911,-0.6038581,0.14999999,0.5690213,-0.8233934578797725,31,500.0,100,0.88025665,0.048712082,-4.161562057431518,0.048726466,-1.062827246423865,500,0.1
0.001234532030522509,50000,1.5,3200,0.4064719729248911,-0.5989869,0.14999999,0.56913966,-0.8070391705112437,32,500.0,100,0.39518124,0.04703543,-4.0832393767241735,0.06507738,-1.0548338690515957,500,0.1
0.0013793671994272955,50000,1.5,3300,0.4064719729248911,-0.5942834,0.14999999,0.5646422,-0.7602427941150579,33,500.0,100,-0.42864126,0.3100203,-3.8528879839122823,0.31265873,-1.0459068667807914,500,0.1
0.0010783337860729512,50000,1.5,3400,0.4064719729248911,-0.59023017,0.14999999,0.53364015,-0.768398051066199,34,500.0,100,0.84693855,0.080233045,-3.884617375258419,0.08830359,-1.0377448427891858,500,0.1
0.0011300975422878423,50000,1.5,3500,0.4064719729248911,-0.5865421,0.14999999,0.5256168,-0.7619693280874151,35,500.0,100,-2.551725,0.06792323,-3.8509780016489628,0.078868195,-1.0298655423691352,500,0.1
0.0012510827151817148,50000,1.5,3600,0.4064719729248911,-0.58253384,0.14999999,0.53240913,-0.7936751438639678,36,500.0,100,-0.052590013,0.110181816,-4.013438582815795,0.12344441,-1.023304697966214,500,0.1
0.0016337107236952424,50000,1.5,3700,0.4064719729248911,-0.5769674,0.14999999,0.521391,-0.7885575739616477,37,500.0,100,-2.5087464,0.072791465,-3.986133374475996,0.089614995,-1.0169601811012257,500,0.1
0.0012120329002069479,50000,1.5,3800,0.4064719729248911,-0.56968826,0.14999999,0.52661806,-0.7033175534534121,38,500.0,100,2.6254582,0.094150014,-3.555140326004614,0.101356916,-1.0087064277420725,500,0.1
0.0010707068076926446,50000,1.5,3900,0.4064719729248911,-0.5659346,0.14999999,0.5360331,-0.6739358215042346,39,500.0,100,0.7509407,0.04440022,-3.400515062822876,0.052604,-1.0001225660436666,500,0.1
0.0007758849581669564,50000,1.5,4000,0.4064719729248911,-0.56311363,0.14999999,0.5404731,-0.6474417610354785,40,500.0,100,0.6104763,0.011721867,-3.2701518814621062,0.013490345,-0.9913055459184618,500,0.1
0.0010850193870532967,50000,1.5,4100,0.4064719729248911,-0.56194144,0.14999999,0.53980535,-0.7438057972779422,41,500.0,100,-0.53357357,0.049410462,-3.767394281766117,0.055651743,-0.9852689666833272,500,0.1
0.0009383466619979576,50000,1.5,4200,0.4064719729248911,-0.5570004,0.14999999,0.5372446,-0.759796232534431,42,500.0,100,-0.078137875,0.06702303,-3.8390480833502774,0.086901665,-0.9799005682512104,500,0.1
0.0010744395857149825,50000,1.5,4300,0.4064719729248911,-0.55146885,0.14999999,0.5439469,-0.7204903364922666,43,500.0,100,-1.5390222,0.050726723,-3.641232062174966,0.0577813,-0.9738677721637933,500,0.1
0.0010215926175575131,49992,1.5,4400,0.4064719729248911,-0.5463962,0.14999999,0.54671365,-0.6868534515629267,44,499.92,100,-1.7235537,0.060128577,-2.5190389200026524,0.074118905,-0.9673447194228646,492,0.1
0.0010896725315564552,50000,1.5,4500,0.4064719729248911,-0.5420624,0.14999999,0.5407008,-0.735531333164965,45,500.0,100,3.0270505,0.06392708,-3.7147313591851945,0.06470965,-0.9621933108393557,500,0.1
0.001239988912646182,50000,1.5,4600,0.4064719729248911,-0.5356697,0.14999999,0.53969747,-0.6758821630808043,46,500.0,100,0.5587474,0.054668944,-3.414871043391299,0.056106728,-0.9559691554533002,500,0.1
0.001023025467331337,50000,1.5,4700,0.4064719729248911,-0.5302028,0.14999999,0.53843546,-0.6447302072171763,47,500.0,100,-0.3682489,0.10699866,-3.2601204280303655,0.11462887,-0.9493470501716804,500,0.1
0.0008160488610521343,50000,1.5,4800,0.4064719729248911,-0.52609056,0.14999999,0.5277356,-0.6267651555103212,48,500.0,100,-0.1449396,0.03079709,-3.167817324490005,0.030890612,-0.942626594032902,500,0.1
0.0009637921784263666,50000,1.5,4900,0.4064719729248911,-0.52301085,0.14999999,0.5279758,-0.6581045482570009,49,500.0,100,0.6317018,0.047185473,-3.3228786810702013,0.052493326,-0.9368200216701287,500,0.1
0.0007431214875669267,50000,1.5,5000,0.4064719729248911,-0.5182923,0.14999999,0.5256756,-0.6566197759477912,50,500.0,100,-2.8465314,0.086832024,-3.321808702526101,0.096464716,-0.931216016755682,500,0.1
