VarJ,TimestepsSoFar,MountainCar_std1_higher,NumTrajectories,ReturnMax,MountainCar_mu0_higher,MountainCar_std0_higher,MountainCar_mu1_higher,J,Iteration,AvgEpLen,BatchSize,ActionIn1,NatGradInftyNorm,AvgRet,NatGrad2Norm,ReturnMean,MinEpLen,StepSize
0.0017670129832850325,50000,1.5,100,-0.6084713348704734,-0.79315424,0.14999999,0.60902077,-1.3725902458163028,1,500.0,100,-1.5687647,0.090568066,-6.942817822256652,0.09087578,-1.3725902458163028,500,0.1
0.0016260851100880133,50000,1.5,200,-0.5806949035835374,-0.78409743,0.14999999,0.609768,-1.3300320978397417,2,500.0,100,-1.0929532,0.2847847,-6.73242903709973,0.29468405,-1.3513111718280222,500,0.1
0.0016462349039687344,50000,1.5,300,-0.41767198689666135,-0.77652353,0.14999999,0.5812895,-1.2612874442135742,3,500.0,100,-0.20594952,0.097876884,-6.377048962498621,0.11194385,-1.3213032626232064,500,0.1
0.001564912117461073,50000,1.5,400,-0.41767198689666135,-0.77109075,0.14999999,0.5910772,-1.2860848512702399,4,500.0,100,1.4684255,0.0683246,-6.512135480572365,0.07920732,-1.3124986597849648,500,0.1
0.0017089988314185284,50000,1.5,500,-0.41767198689666135,-0.76425827,0.14999999,0.5870703,-1.2741451288074712,5,500.0,100,-2.2985182,0.32513613,-6.44801436642998,0.33383864,-1.3048279535894658,500,0.1
0.002041580426407766,50000,1.5,600,-0.4133309477373401,-0.75668544,0.14999999,0.6195839,-1.2031735602088867,6,500.0,100,1.3872756,0.36799544,-6.126741618831098,0.3728936,-1.2878855546927026,500,0.1
0.0018512839990892074,50000,1.5,700,-0.21661780797035374,-0.7506613,0.14999999,0.58278435,-1.1843727695440478,7,500.0,100,2.110118,0.056498934,-5.993156161390119,0.05649939,-1.2730980139571806,500,0.1
0.0015977043257722604,50000,1.5,800,-0.21661780797035374,-0.74501145,0.14999999,0.58280706,-1.2168442951848129,8,500.0,100,-0.22918695,0.07285706,-6.153420060297004,0.07931155,-1.2660662991106346,500,0.1
0.0013149151613765714,50000,1.5,900,-0.21661780797035374,-0.73772573,0.14999999,0.585941,-1.095751868074301,9,500.0,100,0.6278846,0.057008784,-5.545988535765122,0.06061222,-1.2471424734399306,500,0.1
0.001559646272945178,50000,1.5,1000,-0.21661780797035374,-0.735667,0.14999999,0.58024013,-1.2221185920907875,10,500.0,100,-0.39856517,0.08567531,-6.187205679373296,0.10167239,-1.2446400853050168,500,0.1
0.001921902047861657,50000,1.5,1100,-0.21661780797035374,-0.7270995,0.14999999,0.5747656,-1.1190918875709601,11,500.0,100,-2.0548291,0.14490244,-5.657907222989783,0.15720181,-1.2332266127837386,500,0.1
0.0021797619800850666,50000,1.5,1200,-0.21661780797035374,-0.72100383,0.14999999,0.58925587,-1.2143642081488182,12,500.0,100,-0.8271299,0.14340101,-6.1560693584879935,0.18364783,-1.2316547457308287,500,0.1
0.0020120122618403954,49910,1.5,1300,0.4064719729248911,-0.70953095,0.14999999,0.57491577,-1.0593849165579483,13,499.1,100,-1.4397273,0.058445744,-4.448965206620833,0.058731735,-1.2184032204098378,410,0.1
0.0012077121688240462,50000,1.5,1400,0.4064719729248911,-0.70368636,0.14999999,0.57549465,-1.085642012212702,14,500.0,100,-1.3432825,0.12665464,-5.48938524520538,0.13736306,-1.2089202769671854,500,0.1
0.0017635085113826973,50000,1.5,1500,0.4064719729248911,-0.6983692,0.14999999,0.5628292,-1.104513440137632,15,500.0,100,-1.1661813,0.20153184,-5.59863205257229,0.21708274,-1.2019598211785485,500,0.1
