NatGradInftyNorm,ActionIn1,Iteration,AvgEpLen,BatchSize,ReturnMax,NatGrad2Norm,MinEpLen,J,NumTrajectories,MountainCar_std1_higher,VarJ,TimestepsSoFar,ReturnMean,MountainCar_mu1_higher,StepSize,MountainCar_mu0_higher,AvgRet,MountainCar_std0_higher
0.15699655,0.51907444,17,500.0,100,-0.2333355906802736,0.1869555,500,-1.4632508646516562,1700,1.5,0.0021035109284439015,50000,-1.3856279809582086,0.5714986,0.0001,-0.8205101,-7.430828238055948,0.14999999
0.13790946,0.30956095,18,500.0,100,-0.2333355906802736,0.15998761,500,-1.4187955626744893,1800,1.5,0.002203691768568426,50000,-1.3874706243868908,0.5714829,0.0001,-0.82049996,-7.192942383403002,0.14999999
0.14066909,-2.583468,19,500.0,100,-0.2333355906802736,0.16391136,500,-1.4174388216686824,1900,1.5,0.0022522782105164466,50000,-1.389047897928038,0.57149667,0.0001,-0.82049185,-7.185513114200998,0.14999999
0.26470196,-0.60315466,20,500.0,100,-0.2333355906802736,0.26874363,500,-1.3689601401742477,2000,1.5,0.001632764009062228,50000,-1.3880435100403483,0.5714826,0.0001,-0.82048345,-6.917974583228279,0.14999999
0.060804322,-1.3619738,21,500.0,100,-0.2333355906802736,0.08007249,500,-1.3732883058386371,2100,1.5,0.002194499158811937,50000,-1.3873408812688384,0.57150906,0.0001,-0.8204788,-6.960024046048488,0.14999999
0.2610202,-1.8310754,22,500.0,100,-0.2333355906802736,0.26593682,500,-1.3681972704614425,2200,1.5,0.0018232742297914096,50000,-1.3864707171412296,0.5715039,0.0001,-0.8204727,-6.924071904110069,0.14999999
0.14692952,-0.93780905,23,500.0,100,-0.2333355906802736,0.17640184,500,-1.4286091055761665,2300,1.5,0.0025349096560291673,50000,-1.3883028209862265,0.57153,0.0001,-0.82046765,-7.2442353257505685,0.14999999
0.03312995,1.2817822,24,500.0,100,-0.2333355906802736,0.033702176,500,-1.3474727012095205,2400,1.5,0.0016270812838332807,50000,-1.3866015659955306,0.57151526,0.0001,-0.8204579,-6.835155136870047,0.14999999
0.0705382,-0.55191517,25,500.0,100,-0.2333355906802736,0.09073604,500,-1.397782656913065,2500,1.5,0.0016741126826088962,50000,-1.387048809632232,0.57151467,0.0001,-0.82045454,-7.101528575845578,0.14999999
0.23374169,-2.3075695,26,500.0,100,-0.2333355906802736,0.2430995,500,-1.4113548676557204,2600,1.5,0.0017953299942266984,50000,-1.3879836580177507,0.5715217,0.0001,-0.8204488,-7.177571771152754,0.14999999
0.13643524,1.6418233,27,500.0,100,-0.2333355906802736,0.17109372,500,-1.4647574487957136,2700,1.5,0.00205268574034322,50000,-1.3908271317502678,0.57149833,0.0001,-0.82044214,-7.418912736478768,0.14999999
0.094940685,-2.322915,28,500.0,100,-0.2333355906802736,0.09724132,500,-1.323242249115757,2800,1.5,0.001537886002538015,50000,-1.3884133859418926,0.5714847,0.0001,-0.8204318,-6.710669068658469,0.14999999
0.1304449,0.06719345,29,500.0,100,-0.2333355906802736,0.14699875,500,-1.421285228546228,2900,1.5,0.0016154117237427723,50000,-1.3895468977558352,0.5714752,0.0001,-0.82042974,-7.196514409613453,0.14999999
0.124608375,1.522007,30,500.0,100,-0.2333355906802736,0.13455513,500,-1.378600756127673,3000,1.5,0.001688922289863457,50000,-1.3891820263682297,0.57148826,0.0001,-0.82042295,-6.976078826615411,0.14999999
0.06856226,-0.44770762,31,500.0,100,-0.2333355906802736,0.07672479,500,-1.3488571629888546,3100,1.5,0.0016371128052772171,50000,-1.387881224323734,0.5715007,0.0001,-0.8204179,-6.833425632503284,0.14999999
0.20845674,-0.63607275,32,500.0,100,-0.2333355906802736,0.21280763,500,-1.363127719223458,3200,1.5,0.001691089336918387,50000,-1.3871076772893502,0.57149386,0.0001,-0.8204144,-6.901120821637906,0.14999999
0.08274005,0.8310624,33,500.0,100,-0.2333355906802736,0.08274008,500,-1.4115605999901546,3300,1.5,0.002259662403521743,50000,-1.3878486749469503,0.5715147,0.0001,-0.82041013,-7.153422055268875,0.14999999
0.29726812,-1.5941882,34,499.77,100,-0.2333355906802736,0.30669624,477,-1.3978114612638215,3400,1.5,0.0020751282646627386,49977,-1.388141698073917,0.5715147,0.0001,-0.82040185,-6.115519823190704,0.14999999
0.037838235,1.8004808,35,500.0,100,-0.2333355906802736,0.052233018,500,-1.3442400409868926,3500,1.5,0.0017672799397654097,50000,-1.3868873650142877,0.57154447,0.0001,-0.8203943,-6.800242346153501,0.14999999
0.24722059,1.8058648,36,500.0,100,-0.2333355906802736,0.26206806,500,-1.4188857335254659,3600,1.5,0.002310006643121373,50000,-1.3877762085840426,0.5715409,0.0001,-0.8203905,-7.174641110989864,0.14999999
0.4274824,0.6911769,37,500.0,100,-0.2333355906802736,0.42993134,500,-1.3684306097046899,3700,1.5,0.0017765757224016499,50000,-1.3872533545602763,0.5715656,0.0001,-0.8203818,-6.945184985868296,0.14999999
0.29324263,1.2886184,38,500.0,100,-0.2333355906802736,0.29675293,500,-1.3582019279415463,3800,1.5,0.0017984095630290764,50000,-1.386488843333468,0.5715229,0.0001,-0.82037723,-6.864674404945389,0.14999999
0.039949846,0.04302621,39,500.0,100,-0.2333355906802736,0.049904753,500,-1.3657257292646383,3900,1.5,0.0015323923604630015,50000,-1.3859564557932413,0.5715522,0.0001,-0.8203727,-6.920725354388494,0.14999999
0.2646461,-0.17757934,40,500.0,100,-0.2333355906802736,0.270911,500,-1.3709405765006721,4000,1.5,0.002050377444407539,50000,-1.385581058810927,0.57154924,0.0001,-0.8203687,-6.945569972815614,0.14999999
0.072959356,-1.2097564,41,500.0,100,-0.2333355906802736,0.0791792,500,-1.3435521563429884,4100,1.5,0.0016410329735958285,50000,-1.3845559636287823,0.5715228,0.0001,-0.8203629,-6.812804748730668,0.14999999
0.09022,0.4888578,42,500.0,100,-0.2333355906802736,0.121089526,500,-1.4259732486159349,4200,1.5,0.0020690431249051,50000,-1.3855420894618096,0.57153004,0.0001,-0.8203598,-7.22927045264663,0.14999999
0.2969051,-0.08396107,43,500.0,100,-0.2333355906802736,0.30883905,500,-1.4361243676012894,4300,1.5,0.001982023136188225,50000,-1.3867184215115649,0.57152104,0.0001,-0.8203517,-7.287133757911301,0.14999999
0.02655772,2.2829452,44,500.0,100,-0.2333355906802736,0.03543726,500,-1.3175055853403306,4400,1.5,0.0017512552878232227,50000,-1.3851454025076735,0.5715507,0.0001,-0.8203432,-6.661891007696351,0.14999999
0.4523011,0.49168772,45,500.0,100,-0.2333355906802736,0.4573335,500,-1.4054502057080038,4500,1.5,0.001825047621937636,50000,-1.3855966203565695,0.5715484,0.0001,-0.8203405,-7.114111972658552,0.14999999
0.30106702,-0.31909716,46,500.0,100,-0.2333355906802736,0.3049237,500,-1.3755318937036378,4600,1.5,0.0016293835494865087,50000,-1.3853778219510708,0.57159364,0.0001,-0.8203337,-6.957929161493306,0.14999999
0.17173116,-2.5553954,47,500.0,100,-0.2333355906802736,0.17970711,500,-1.3742142202260283,4700,1.5,0.0019037148056887396,50000,-1.3851402985101127,0.57162374,0.0001,-0.8203289,-6.973105014621708,0.14999999
0.26399222,-0.64464915,48,500.0,100,-0.2333355906802736,0.26784092,500,-1.3379661794285251,4800,1.5,0.0021308257140371187,50000,-1.3841575043625798,0.5716409,0.0001,-0.8203236,-6.777137215130421,0.14999999
0.15524022,1.0400777,49,500.0,100,-0.2333355906802736,0.173086,500,-1.421544018508524,4900,1.5,0.0018173218508642263,50000,-1.3849204944471907,0.5716145,0.0001,-0.82031906,-7.189847030050181,0.14999999
0.078872934,-1.3296497,50,500.0,100,-0.2333355906802736,0.08969244,500,-1.4480938054228076,5000,1.5,0.0014705243511727339,50000,-1.386183960666703,0.57163,0.0001,-0.8203114,-7.332059240875987,0.14999999
