InitialBound,UncReturnMin,EpLenMean,MaxIWNorm,PlainReturnMax,StdIWNorm,InitialReturnMax,Bound,PlainReturnMin,Iteration,UncReturnMax,ReturnMeanIw,EpRewMean,InitialReturnStd,TimestepsSoFar,UncReturnStd,Weights,ReturnMean,TimeElapsed,UndEpRewMean,MeanIW,NumTrajectories,EpThisIter,ESSClassic,D2,MinIW,MinIWNorm,UncReturnMean,PlainReturnStd,BatchSize,InitialReturnMean,MaxIW,MeanIWNorm,InitialReturnMin,PlainReturnMean,ESSRenyi,StdIW,IterType
-13.749391,-4.552822566782197,995.82,0.09233002,98.72624979383309,0.01404593,98.72624979383309,-9.4406395,-4.552822566782197,,98.72624979383309,15.459026,1.3312927187130927,13.934268200709688,99582,13.934268200709688,[-0.00288461  0.0142889 ],1.3312927187130927,45.75797653198242,1.3312927187130927,1.1593435,100,100,33.63740338953937,1.0028794,0.0349057,0.0003010816,1.3312927187130927,13.934268200709688,100,1.3312927187130927,10.704221,0.01,-4.552822566782197,1.3312927187130927,36.682171063310555,1.6284056,1
-11.913903,-4.541992526132476,994.31,0.04156375,99.23470981337337,0.00744878,99.23470981337337,-8.35955,-4.541992526132476,1,99.23470981337337,12.287931,3.24444920150768,19.504775580257697,199013,19.504775580257697,[-0.05625165  1.4184521 ],2.287870960110386,89.9820466041565,3.24444920150768,0.9645661,200,100,64.31516662674643,0.6180833,0.0755705,0.00078346627,3.24444920150768,19.504775580257697,100,3.24444920150768,4.0090985,0.009999999,-4.541992526132476,3.24444920150768,53.89764904931965,0.7184841,1
-4.2612476,-5.004658270689061,974.0,0.08451764,99.11389303704415,0.011787313,99.11389303704415,7.3558826,-5.004658270689061,2,99.11389303704415,33.79661,10.878650172738599,32.380319968313636,296413,32.380319968313636,[-0.08894846  2.551492  ],5.1514640309864586,133.18370652198792,10.878650172738599,0.98163635,300,100,41.85138152932026,1.1151444,0.04383571,0.00044655753,10.878650172738599,32.380319968313636,100,10.878650172738599,8.296559,0.010000002,-5.004658270689061,10.878650172738599,32.78679349248863,1.1570854,1
26.27697,-9.440207338563251,876.58,0.046164054,99.35906858999326,0.011102195,99.35906858999326,51.011032,-9.440207338563251,3,99.35906858999326,76.53675,41.45431890877612,49.321282228817,384071,49.321282228817,[-0.14701611  4.025225  ],14.227177750433874,171.71021842956543,41.45431890877612,0.9813916,400,100,44.79107541154733,1.0397649,0.019529266,0.00019899565,41.45431890877612,49.321282228817,100,41.45431890877612,4.5305014,0.01,-9.440207338563251,41.45431890877612,35.35377809163619,1.08956,1
54.582703,-6.831790966706787,755.66,0.06522465,99.11955456952602,0.009988976,99.11955456952602,66.55597,-6.831790966706787,4,99.11955456952602,87.181984,69.72346675969376,44.95956840767265,459637,44.95956840767265,[-0.19818556  5.466627  ],25.326435552285854,204.9023413658142,69.72346675969376,1.1705489,500,100,50.05514790038548,0.6183251,0.118966155,0.001016328,69.72346675969376,44.95956840767265,100,69.72346675969376,7.634864,0.01,-6.831790966706787,69.72346675969376,53.88461755132719,1.1692584,1
64.57991,-8.496952058248453,665.82,0.036329947,99.34676821483349,0.0065601273,99.34676821483349,70.147,-8.496952058248453,5,99.34676821483349,88.107086,79.75537699131338,38.331607248053665,526219,38.331607248053665,[-0.21944985  6.626806  ],34.39792579212377,234.59150886535645,79.75537699131338,0.9027844,600,100,69.91283779777854,0.33694282,0.1536112,0.0017015269,79.75537699131338,38.331607248053665,100,79.75537699131338,3.279811,0.01,-8.496952058248453,79.75537699131338,71.39496657710033,0.59223807,1
76.16948,-6.197281190613342,570.12,0.022628121,99.08321880311648,0.0041097226,99.08321880311648,78.625725,-6.197281190613342,6,99.08321880311648,94.858765,91.30468750203929,23.86298119301865,583231,23.86298119301865,[-0.2353303  7.482903 ],42.52746317925457,260.11827278137207,91.30468750203929,1.0209854,700,100,85.55062289219927,0.14004928,0.25693402,0.00251653,91.30468750203929,23.86298119301865,100,91.30468750203929,2.310298,0.010000002,-6.197281190613342,91.30468750203929,86.9315350822287,0.41959667,1
78.410225,-4.2816957644897595,533.55,0.012409064,99.20125819599878,0.0010622251,99.20125819599878,78.521065,-4.2816957644897595,7,99.20125819599878,93.776436,93.56347221012501,19.599948116358235,636586,19.599948116358235,[-0.22922052  8.0409155 ],48.90696430811337,284.1203212738037,93.56347221012501,0.9920411,800,100,98.88426579578154,0.013434749,0.7720878,0.007782821,93.56347221012501,19.599948116358235,100,93.56347221012501,1.2310301,0.01,-4.2816957644897595,93.56347221012501,98.66551275119333,0.1053771,1
78.372406,-1.470149707412471,538.3,0.019259525,99.21020587946519,0.0025748266,99.21020587946519,79.22622,-1.470149707412471,8,99.21020587946519,94.94892,93.52701521584738,19.29854508738799,690416,19.29854508738799,[-0.2195496  8.185399 ],53.86474774230604,308.07236528396606,93.52701521584738,0.99178934,900,100,93.78247167363021,0.07360247,0.51782197,0.0052210884,93.52701521584738,19.29854508738799,100,93.52701521584738,1.9101391,0.01,-1.470149707412471,93.52701521584738,92.90409466050599,0.25536856,1
81.36696,-4.68760734359215,492.37,0.014218682,99.22413147007482,0.0016099523,99.22413147007482,81.56889,-4.68760734359215,9,99.22413147007482,96.892815,96.52370648771435,10.241663318864807,739653,10.241663318864807,[-0.22244902  8.591311  ],58.130643616846875,329.9780170917511,96.52370648771435,1.0090083,1000,100,97.47353519569332,0.021940108,0.64673823,0.0064096423,96.52370648771435,10.241663318864807,100,96.52370648771435,1.4346769,0.01,-4.68760734359215,96.52370648771435,97.82988047729778,0.16244553,1
