EpThisIter,UncReturnMax,StdIWNorm,MaxIWNorm,InitialBound,StdIW,PlainReturnMax,EpLenMean,UncReturnMin,NumTrajectories,MinIW,MeanIW,TimeElapsed,MaxIW,ReturnMeanIw,EpRewMean,UncReturnStd,PlainReturnMean,InitialReturnStd,PlainReturnStd,D2,MinIWNorm,MeanIWNorm,UndEpRewMean,InitialReturnMin,Bound,Weights,UncReturnMean,TimestepsSoFar,ESSClassic,ESSRenyi,PlainReturnMin,ReturnMean,Iteration,IterType,InitialReturnMean,InitialReturnMax,BatchSize
100,99.1714453453735,0.013669572,0.11027908,-9.048645,1.5246993,99.1714453453735,986.99,-6.125236581651823,1100,0.067450404,1.1153966,495.19999074935913,12.300491,23.952574,6.100044050107731,25.23030607359078,6.100044050107731,25.23030607359078,25.23030607359078,0.84596545,0.00060472125,0.009999999,6.100044050107731,-6.125236581651823,0.82798004,[-0.08810776  1.5656995 ],6.100044050107731,1096893,34.86055532814162,42.91428467358961,-6.125236581651823,0.23144629131493638,10,1,6.100044050107731,99.1714453453735,100
100,99.41032202663229,0.016545024,0.10252067,-0.5062485,1.6790015,99.41032202663229,960.39,-5.133609418103423,1200,0.023954842,1.0148076,537.3898129463196,10.403875,47.192616,14.678929699462099,36.474249554087905,14.678929699462099,36.474249554087905,36.474249554087905,1.3142078,0.00023605305,0.01,14.678929699462099,-5.133609418103423,17.897415,[-0.14945708  2.8014374 ],14.678929699462099,1192932,26.756724850647554,26.86871018911408,-5.133609418103423,1.4354032419938665,11,1,14.678929699462099,99.41032202663229,100
100,99.3730403240275,0.012916172,0.07659621,27.637634,1.1983593,99.3730403240275,882.4,-6.2361917031039855,1300,0.072836794,0.9277975,576.2259001731873,7.106577,74.35098,42.817111234872364,49.24427365154359,42.817111234872364,49.24427365154359,49.24427365154359,0.985685,0.00078505056,0.01,42.817111234872364,-6.2361917031039855,49.50274,[-0.20379822  4.4329004 ],42.817111234872364,1281172,37.477396535798064,37.31835202926742,-6.2361917031039855,4.6186115491383655,12,1,42.817111234872364,99.3730403240275,100
100,99.34038247949398,0.0062906183,0.03676263,65.29028,0.6345088,99.34038247949398,706.24,-7.935525374357705,1400,0.30959114,1.0086589,607.2855396270752,3.708095,87.41073,80.46476840141705,37.49393333369939,80.46476840141705,37.49393333369939,37.49393333369939,0.34508935,0.0030693347,0.01,80.46476840141705,-7.935525374357705,69.3785,[-0.26488453  5.7910748 ],80.46476840141705,1351796,71.64765674024163,70.81570948010787,-7.935525374357705,10.036194181443985,13,1,80.46476840141705,99.34038247949398,100
100,99.33950883582699,0.007607586,0.037386015,66.33454,0.8597497,99.33950883582699,634.42,-7.142108970439548,1500,0.15503398,1.1301215,635.3435597419739,4.225074,90.14293,81.50890669124095,36.64553922472498,81.50890669124095,36.64553922472498,36.64553922472498,0.361297,0.0013718347,0.01,81.50890669124095,-7.142108970439548,71.964134,[-0.2684248  6.671528 ],81.50890669124095,1415238,63.34109743660146,69.677199000203,-7.142108970439548,14.801041682097118,14,1,81.50890669124095,99.33950883582699,100
100,99.33991151836786,0.005541605,0.030640936,71.46216,0.5632013,99.33991151836786,590.95,-7.384576697263998,1600,0.28130218,1.0163145,661.5308854579926,3.1140826,91.99417,86.6365772087737,31.363600665608374,86.6365772087737,31.363600665608374,31.363600665608374,0.25145155,0.0027678655,0.009999999,86.6365772087737,-7.384576697263998,74.78681,[-0.23877509  7.5230017 ],86.6365772087737,1474333,76.50561326912266,77.76711457080262,-7.384576697263998,19.290762652514402,15,1,86.6365772087737,99.33991151836786,100
100,99.05909367559762,0.001989939,0.017283501,80.31679,0.19143638,99.05909367559762,556.11,-2.7427667854495437,1700,0.6074012,0.9620214,686.068612575531,1.6627098,95.944405,95.44831732530999,13.933107204902381,95.44831732530999,13.933107204902381,13.933107204902381,0.027898058,0.0063138013,0.01,95.44831732530999,-2.7427667854495437,80.60033,[-0.21612813  8.2402725 ],95.44831732530999,1529944,96.19098214611397,97.24874851160959,-2.7427667854495437,23.770618809737673,16,1,95.44831732530999,99.05909367559762,100
100,99.0510461886719,0.00045346585,0.010971384,82.57217,0.045374755,99.0510461886719,498.74,94.77839269372649,1800,0.8586296,1.0006212,708.370894908905,1.0978199,97.74043,97.70245585120784,0.9784768178606901,97.70245585120784,0.9784768178606901,0.9784768178606901,0.0024629333,0.008580966,0.009999999,97.70245585120784,94.77839269372649,82.59149,[-0.21185683  8.487145  ],97.70245585120784,1579818,99.7948051031011,99.75401026530884,94.77839269372649,27.877943089819354,17,1,97.70245585120784,99.0510461886719,100
100,99.1591702690254,0.0030873087,0.020828573,77.57748,0.303192,99.1591702690254,504.18,-5.525916907769121,1900,0.416375,0.9820592,730.7753508090973,2.045489,94.61021,92.72429347623151,21.907913016399437,92.72429347623151,21.907913016399437,21.907913016399437,0.093457215,0.0042398158,0.01,92.72429347623151,-5.525916907769121,78.73881,[-0.20492798  8.459929  ],92.72429347623151,1630236,91.29796119200655,91.0777029323201,-5.525916907769121,31.29090889963052,18,1,92.72429347623151,99.1591702690254,100
100,99.15369142421243,0.0016196637,0.014134578,80.41571,0.15870133,99.15369142421243,509.29,-4.16089123782862,2000,0.6564757,0.97984123,753.3851699829102,1.3849642,96.125854,95.56167824381733,14.112395749228638,95.56167824381733,14.112395749228638,14.112395749228638,0.030709045,0.0066998173,0.009999999,95.56167824381733,-4.16089123782862,80.74552,[-0.19809467  8.913371  ],95.56167824381733,1681165,97.4437671826951,96.97577284250903,-4.16089123782862,34.504447366839855,19,1,95.56167824381733,99.15369142421243,100
100,99.08668076718064,0.0022625166,0.015987217,79.36451,0.22389504,99.08668076718064,480.51,-1.757519424933896,2100,0.5263324,0.989584,774.7461812496185,1.5820695,95.34789,94.50025894052698,16.868154332258474,94.50025894052698,16.868154332258474,16.868154332258474,0.0379178,0.005318723,0.01,94.50025894052698,-1.757519424933896,79.92246,[-0.20414093  9.169183  ],94.50025894052698,1729216,95.13029543210163,96.27920690873754,-1.757519424933896,37.36139077511067,20,1,94.50025894052698,99.08668076718064,100
100,99.06563474181365,0.00047657627,0.011644905,82.207115,0.04746073,99.06563474181365,433.96,94.24809943645744,2200,0.8839838,0.99586844,794.1169679164886,1.1596794,97.37594,97.33964058873882,1.0333713311170554,97.33964058873882,1.0333713311170554,1.0333713311170554,0.0023927852,0.008876512,0.01,97.33964058873882,94.24809943645744,82.225296,[-0.22874415  9.32661   ],97.33964058873882,1772612,99.77338142989127,99.7610095443959,94.24809943645744,40.08767485754832,21,1,97.33964058873882,99.06563474181365,100
100,99.03950790802828,0.0015246074,0.014119198,80.24841,0.14959183,99.03950790802828,503.91,-5.462532718779976,2300,0.7038583,0.98118263,816.6951835155487,1.3853512,95.85599,95.3769433081645,14.242598914310587,95.3769433081645,14.242598914310587,14.242598914310587,0.028605863,0.007173571,0.01,95.3769433081645,-5.462532718779976,80.509514,[-0.22204085  9.296771  ],95.3769433081645,1823003,97.7283830161125,97.17993562817212,-5.462532718779976,42.491556094531624,22,1,95.3769433081645,99.03950790802828,100
100,98.94174319616477,0.0015946175,0.015860597,80.37419,0.15782239,98.94174319616477,464.6,-3.2855673676862684,2400,0.707358,0.9897194,837.267246723175,1.569754,95.8648,95.48780265994405,14.09870464469565,95.48780265994405,14.09870464469565,14.09870464469565,0.021679835,0.007147056,0.01,95.48780265994405,-3.2855673676862684,80.58648,[-0.20197156  9.451966  ],95.48780265994405,1869463,97.52025689314935,97.85535232197724,-3.2855673676862684,44.699733034757145,23,1,95.48780265994405,98.94174319616477,100
100,99.24033355830467,0.0011374213,0.014586326,81.16139,0.11207901,99.24033355830467,448.03,-2.5609416112632455,2500,0.7302285,0.9853782,857.0843110084534,1.4373047,96.51992,96.32061028370819,10.01748632601356,96.32061028370819,10.01748632601356,10.01748632601356,0.012290303,0.0074106418,0.010000002,96.32061028370819,-2.5609416112632455,81.267265,[-0.1992991  9.671205 ],96.32061028370819,1914266,98.7227812154183,98.77848786842453,-2.5609416112632455,46.76456812471518,24,1,96.32061028370819,99.24033355830467,100
100,98.92636115776583,0.0007179038,0.011813575,82.2723,0.072061725,98.92636115776583,437.27,92.5184484203626,2600,0.87526995,1.0037796,876.4921395778656,1.1858227,97.45117,97.38355357814928,1.2218622333568099,97.38355357814928,1.2218622333568099,1.2218622333568099,0.0044146767,0.008719741,0.01,97.38355357814928,92.5184484203626,82.306526,[-0.18680458  9.78094   ],97.38355357814928,1957993,99.4872404472126,99.55950367701384,92.5184484203626,48.7114521806165,25,1,97.38355357814928,98.92636115776583,100
100,99.03051244845875,0.0021783283,0.016439112,79.369774,0.21264252,99.03051244845875,449.31,-3.8170136152233143,2700,0.567527,0.9761729,896.4827191829681,1.6047417,95.297455,94.49692567227402,17.016933533996,94.49692567227402,17.016933533996,17.016933533996,0.044955,0.0058137956,0.010000002,94.49692567227402,-3.8170136152233143,79.82642,[-0.17738642  9.748339  ],94.49692567227402,2002924,95.46982140684,95.60404831233133,-3.8170136152233143,50.407210458085295,26,1,94.49692567227402,99.03051244845875,100
100,98.93716335481389,0.002493797,0.016211463,79.47124,0.2528783,98.93716335481389,474.93,-4.165936536530404,2800,0.48677984,1.0140293,917.4920401573181,1.6438897,95.635925,94.58414022670131,16.930132840264555,94.58414022670131,16.930132840264555,16.930132840264555,0.055717103,0.004800452,0.01,94.58414022670131,-4.165936536530404,80.096085,[-0.17282686 10.063092  ],94.58414022670131,2050417,94.14510907988792,94.580665834354,-4.165936536530404,51.98495794982158,27,1,94.58414022670131,98.93716335481389,100
100,99.04007657434519,0.0018711749,0.01651773,80.23634,0.18460873,99.04007657434519,455.15,-1.864448976768082,2900,0.47794476,0.98659253,937.8878455162048,1.629627,96.15193,95.36496929388645,13.876160754644387,95.36496929388645,13.876160754644387,13.876160754644387,0.038568325,0.0048443987,0.01,95.36496929388645,-1.864448976768082,80.72874,[-0.16615736 10.410821  ],95.36496929388645,2095932,96.61715212738866,96.21659230531803,-1.864448976768082,53.48082040996175,28,1,95.36496929388645,99.04007657434519,100
100,98.79049309551121,0.0017431072,0.014193295,80.30125,0.17132394,98.79049309551121,407.77,-8.433976375771378,3000,0.5581556,0.9828652,956.199490070343,1.3950095,96.008934,95.39174037909387,14.361861133304744,95.39174037909387,14.361861133304744,14.361861133304744,0.03286792,0.005678862,0.01,95.39174037909387,-8.433976375771378,80.66839,[-0.15352552 10.676946  ],95.39174037909387,2136709,97.05118395161084,96.76663892383179,-8.433976375771378,54.87785107559949,29,1,95.39174037909387,98.79049309551121,100
100,98.93429087425368,0.00051377586,0.0113426875,82.19336,0.050946467,98.93429087425368,392.72,93.50151047408418,3100,0.8683007,0.99160886,974.0365483760834,1.124751,97.340935,97.30582750578249,1.005999915536437,97.30582750578249,1.005999915536437,1.005999915536437,0.0022869818,0.008756483,0.01,97.30582750578249,93.50151047408418,82.21118,[-0.13227242 10.846602  ],97.30582750578249,2175981,99.73672986955293,99.77155777095476,93.50151047408418,56.24649547657314,30,1,97.30582750578249,98.93429087425368,100
100,98.968019928954,0.00029417378,0.010794163,82.37988,0.029489307,98.968019928954,414.29,93.7681692762898,3200,0.9243884,1.002445,992.3746616840363,1.0820554,97.51348,97.49750241326431,0.9126417680501884,97.49750241326431,0.9126417680501884,0.9126417680501884,0.0010494872,0.009221338,0.01,97.49750241326431,93.7681692762898,82.38793,[-0.12639606 10.805462  ],97.49750241326431,2217410,99.91353289150729,99.8951105911628,93.7681692762898,57.535589443344726,31,1,97.49750241326431,98.968019928954,100
100,99.01022374431145,0.0006792019,0.0116587095,82.25087,0.06749625,99.01022374431145,405.62,94.20803410376243,3300,0.8405626,0.99375814,1010.5777928829193,1.1585938,97.42054,97.37492443592704,0.972209688908205,97.37492443592704,0.972209688908205,0.972209688908205,0.0029762383,0.008458422,0.01,97.37492443592704,94.20803410376243,82.27396,[-0.12294761 10.771225  ],97.37492443592704,2257972,99.54078751925508,99.70281491468825,94.20803410376243,58.742842018877525,32,1,97.37492443592704,99.01022374431145,100
100,99.03085827269726,0.00023632913,0.010570101,82.59343,0.02377152,99.03085827269726,408.68,95.86370362677545,3400,0.9405224,1.0058649,1028.7866427898407,1.0632094,97.73092,97.7206446994447,0.6760416589383682,97.7206446994447,0.6760416589383682,0.6760416589383682,0.0006793889,0.009350385,0.01,97.7206446994447,95.86370362677545,82.598564,[-0.11729576 10.712046  ],97.7206446994447,2298840,99.9441719016704,99.93208493992775,95.86370362677545,59.889247980070685,33,1,97.7206446994447,99.03085827269726,100
100,99.03262281016245,0.0010169441,0.012425544,81.43345,0.100603096,99.03262281016245,394.74,-0.49565866245272855,3500,0.744736,0.9892687,1046.2581281661987,1.2292202,96.78152,96.56093543897707,9.792318252170595,96.56093543897707,9.792318252170595,9.792318252170595,0.012633507,0.0075281467,0.01,96.56093543897707,-0.49565866245272855,81.558174,[-0.11490265 10.681128  ],96.56093543897707,2338314,98.97643218471362,98.74459374865366,-0.49565866245272855,60.93701047889658,34,1,96.56093543897707,99.03262281016245,100
100,98.88909494923215,0.0011844897,0.013710414,81.37925,0.11798561,98.88909494923215,411.3,-0.6876487357381019,3600,0.7154908,0.9960881,1064.3932542800903,1.3656781,96.70777,96.48481343410224,9.805100532100392,96.48481343410224,9.805100532100392,9.805100532100392,0.012462869,0.0071830074,0.01,96.48481343410224,-0.6876487357381019,81.50779,[-0.11409266 10.849531  ],96.48481343410224,2379444,98.6164014265878,98.76145069443528,-0.6876487357381019,61.924449449874515,35,1,96.48481343410224,98.88909494923215,100
100,98.85972986016266,0.00036691639,0.011174038,82.164345,0.036549475,98.85972986016266,398.89,94.25426634263145,3700,0.92462283,0.9961256,1081.987553358078,1.1130745,97.28656,97.26541934414522,0.8969568836177891,97.26541934414522,0.8969568836177891,0.8969568836177891,0.0014036587,0.009282191,0.010000002,97.26541934414522,94.25426634263145,82.17489,[-0.11157107 11.015078  ],97.26541934414522,2419333,99.86553909929425,99.85973271958413,94.25426634263145,62.87961079836832,36,1,97.26541934414522,98.85972986016266,100
100,99.17459806499487,0.0009131396,0.012202332,81.19489,0.09269324,99.17459806499487,402.22,-0.8481673683873363,3800,0.7943896,1.0151048,1099.6453506946564,1.2386646,96.468605,96.34406291958025,9.812938817385238,96.34406291958025,9.812938817385238,9.812938817385238,0.0069591617,0.00782569,0.01,96.34406291958025,-0.8481673683873363,81.26663,[-0.10798808 10.971783  ],96.34406291958025,2459555,99.17309336346888,99.30650302722006,-0.8481673683873363,63.76025427524232,37,1,96.34406291958025,99.17459806499487,100
100,98.90256316545262,0.0018251583,0.015559968,80.29087,0.1809776,98.90256316545262,411.47,-5.1699018990630945,3900,0.5363647,0.99157196,1117.6950809955597,1.5428828,96.0455,95.39849114721943,14.066075956902322,95.39849114721943,14.066075956902322,14.066075956902322,0.031650048,0.005409236,0.01,95.39849114721943,-5.1699018990630945,80.69691,[-0.10970559 11.095731  ],95.39849114721943,2500702,96.77618700600313,96.88455796563642,-5.1699018990630945,64.57149111811351,38,1,95.39849114721943,98.90256316545262,100
100,98.88954267124855,0.00042981718,0.011068594,80.274605,0.042977504,98.88954267124855,393.13,-1.9964319020716892,4000,0.8900384,0.99990195,1134.9201526641846,1.1067508,95.40924,95.38024093623076,13.852717623475302,95.38024093623076,13.852717623475302,13.852717623475302,0.0019341668,0.008901256,0.01,95.38024093623076,-1.9964319020716892,80.289,[-0.12125589 11.336296  ],95.38024093623076,2540015,99.81562497357943,99.80676630835367,-1.9964319020716892,65.34170986356645,39,1,95.38024093623076,98.88954267124855,100
100,98.93467782290988,0.0003237527,0.010884101,82.28468,0.03238466,98.93467782290988,388.41,93.91441282689719,4100,0.9336528,1.00029,1151.8784985542297,1.0887258,97.41681,97.39720502505129,0.965630255188967,97.39720502505129,0.965630255188967,0.965630255188967,0.0012993724,0.009333821,0.01,97.39720502505129,93.91441282689719,82.294464,[-0.11585244 11.298452  ],97.39720502505129,2578856,99.89529625184373,99.87014726445516,93.91441282689719,66.12355120896852,40,1,97.39720502505129,98.93467782290988,100
100,98.84745703883199,0.00034292188,0.010889098,82.39254,0.034448266,98.84745703883199,389.3,94.90469283337858,4200,0.9275528,1.0045514,1169.0248670578003,1.0938659,97.50977,97.49173977769925,0.9497166081634402,97.49173977769925,0.9497166081634402,0.9497166081634402,0.0011911102,0.009233503,0.01,97.49173977769925,94.90469283337858,82.40158,[-0.11269649 11.254548  ],97.49173977769925,2617786,99.88255081868765,99.88095643491313,94.90469283337858,66.87041284155734,41,1,97.49173977769925,98.84745703883199,100
100,98.87936019252332,0.00078322587,0.01220371,81.206764,0.078422405,98.87936019252332,393.25,-1.204211553309741,4300,0.83172774,1.0012743,1186.2003765106201,1.2219262,96.42937,96.31084093879673,9.851609565324374,96.31084093879673,9.851609565324374,9.851609565324374,0.0074041695,0.008306692,0.01,96.31084093879673,-1.204211553309741,81.26927,[-0.10892347 11.219102  ],96.31084093879673,2657111,99.39030151588207,99.26231953358138,-1.204211553309741,67.5550739600978,42,1,96.31084093879673,98.87936019252332,100
100,98.86200320099888,0.00040518367,0.011011758,82.24879,0.040429026,98.86200320099888,389.68,94.04887523610726,4400,0.8774926,0.9977953,1203.2209706306458,1.098748,97.37514,97.35020662083052,0.9852147188481258,97.35020662083052,0.9852147188481258,0.9852147188481258,0.0016301107,0.008794315,0.01,97.35020662083052,94.04887523610726,82.261406,[-0.09948084 11.3070965 ],97.35020662083052,2696079,99.83610551012863,99.83711591144038,94.04887523610726,68.23223606602353,43,1,97.35020662083052,98.86200320099888,100
100,98.77748899295801,0.0007376034,0.012098237,80.37152,0.07500195,98.77748899295801,415.96,-1.3967763974675664,4500,0.7965133,1.0168331,1221.4135177135468,1.2301887,95.568726,95.46003243464531,13.843804677815339,95.46003243464531,13.843804677815339,13.843804677815339,0.0066410047,0.007833275,0.01,95.46003243464531,-1.3967763974675664,80.43003,[-0.09479876 11.268683  ],95.46003243464531,2737675,99.45887323900718,99.33810187977929,-1.3967763974675664,68.83729820754847,44,1,95.46003243464531,98.77748899295801,100
100,98.93057373820835,0.00030709285,0.010676339,82.428856,0.03072752,98.93057373820835,387.66,94.36065854480793,4600,0.91903883,1.0005939,1238.2752299308777,1.068268,97.55483,97.54074615230132,0.9060363466811151,97.54074615230132,0.9060363466811151,0.9060363466811151,0.0009216019,0.009184933,0.01,97.54074615230132,94.36065854480793,82.435974,[-0.10613031 11.314529  ],97.54074615230132,2776441,99.9057889603923,99.90787656006907,94.36065854480793,69.46128620634744,45,1,97.54074615230132,98.93057373820835,100
100,98.89463399336967,0.0012017587,0.01268095,81.25754,0.12193706,98.89463399336967,388.57,-3.308756925413652,4700,0.7148343,1.014655,1255.3316872119904,1.2866789,96.64826,96.36394323582894,10.05950735513221,96.36394323582894,10.05950735513221,10.05950735513221,0.015866026,0.0070450967,0.01,96.36394323582894,-3.308756925413652,81.42154,[-0.10404279 11.274059  ],96.36394323582894,2815298,98.57633657258457,98.42592126520472,-3.308756925413652,70.03368316442152,46,1,96.36394323582894,98.89463399336967,100
100,98.93088686922376,0.00035974703,0.011156005,82.13102,0.03586405,98.93088686922376,368.63,93.72311340475349,4800,0.9019692,0.99692416,1271.4277889728546,1.112169,97.26466,97.24295823549046,1.0450767354541992,97.24295823549046,1.0450767354541992,1.0450767354541992,0.0013336311,0.009047521,0.01,97.24295823549046,93.72311340475349,82.14264,[-0.09014346 11.402041  ],97.24295823549046,2852161,99.87075639268826,99.86672306481474,93.72311340475349,70.60054306173545,47,1,97.24295823549046,98.93088686922376,100
100,98.76123557265859,0.0007113849,0.011507028,81.355835,0.07166299,98.76123557265859,403.55,-1.6442200830896372,4900,0.8574294,1.0073731,1289.2128734588623,1.159187,96.52369,96.44186027412175,9.904208876521178,96.44186027412175,9.904208876521178,9.904208876521178,0.0053164847,0.008511538,0.01,96.44186027412175,-1.6442200830896372,81.39751,[-0.08593117 11.3670225 ],96.44186027412175,2892516,99.49648829365752,99.46975836932646,-1.6442200830896372,71.1279168823964,48,1,96.44186027412175,98.76123557265859,100
100,98.9172208450375,0.00177819,0.016064128,80.408516,0.17437983,98.9172208450375,398.36,-3.3078400931465617,5000,0.4563952,0.9806592,1306.9405274391174,1.5753434,96.14357,95.51837322937969,13.956235888217812,95.51837322937969,13.956235888217812,13.956235888217812,0.02790237,0.0046539637,0.01,95.51837322937969,-3.3078400931465617,80.82144,[-0.09281758 11.282053  ],95.51837322937969,2932352,96.93495740397962,97.24833137529177,-3.3078400931465617,71.61572600933607,49,1,95.51837322937969,98.9172208450375,100
