ReturnMin,SqrtESSClassic,ReturnLastEpisode,ReturnMax,LQGmu,URet,IWMin,IWFirstEpisode,LQGsigma,ReturnMean,DenMISELogFirst,Iteration,target_sum_log_mean,Bound,ReturnStepMax,IWMax,ReturnAbsMax,TimestepsSoFar,IWLastEpisode,TimeElapsed,DenMISEMeanLog,IWMean,IWNorm2,MISE,IWNorm1,DenMISELogLast
,4.1819572,16.602642,17.238289,[[-1.]],18.320253537847826,,,[[0.11]],16.753439,15.101433,191,-189.88048,25.728672,0.9999992,26.28424,17.238289,3820,8.220236,68.04163646697998,13.645324,1.0519714,48.046055,17.484549,200.92654,13.637994
,4.301772,16.561575,17.238289,[[-1.]],18.271274168522197,,,[[0.11]],16.75244,15.0962105,192,-191.22595,25.41584,0.9999992,21.309513,17.238289,3840,4.7704782,68.59744238853455,13.658371,1.0470704,46.73365,17.401335,201.0375,16.125713
,4.467612,16.50343,17.238289,[[-1.]],18.212805858806703,,,[[0.11]],16.75115,15.091016,193,-191.25122,25.212387,0.9999992,19.770388,17.238289,3860,9.423027,69.20988535881042,13.678212,1.0530957,45.493538,17.495382,203.24747,17.46649
,4.6416554,16.623184,17.238289,[[-1.]],18.342150033335326,,,[[0.11]],16.75049,15.085848,194,-189.24873,25.200113,0.9999992,17.562393,17.238289,3880,14.941557,69.78808045387268,13.677082,1.0697712,44.711548,17.772467,207.5356,13.429952
,4.756901,16.541437,17.238289,[[-1.]],18.25341330620958,,,[[0.11]],16.749418,15.080707,195,-188.61336,24.548738,0.9999992,16.235,17.238289,3900,3.3786554,70.37529802322388,13.699635,1.041487,42.693752,17.30104,203.08995,18.028145
,4.920847,16.596,17.238289,[[-1.]],18.304878336630292,,,[[0.11]],16.748634,15.075591,196,-187.12384,23.9361,0.9999992,15.051939,17.238289,3920,5.2802973,70.94457864761353,13.709384,1.0191964,40.595146,16.929873,199.7625,15.589203
,5.0314956,16.569122,17.238289,[[-1.]],18.28728901891065,,,[[0.11]],16.747725,15.070502,197,-186.11275,23.324572,0.9999992,14.049767,17.238289,3940,2.607294,71.52885580062866,13.696161,0.991708,38.82871,16.472418,195.36647,11.103515
,5.1152105,16.58818,17.238289,[[-1.]],18.310920812011013,,,[[0.11]],16.746918,15.065439,198,-185.09332,22.709148,0.9999992,13.181037,17.238289,3960,1.3347219,72.02712488174438,13.704896,0.9614326,37.215214,15.969137,190.36365,15.450249
,5.2439337,16.63397,17.238289,[[-1.]],18.34551982846418,,,[[0.11]],16.746351,15.060401,199,-184.09987,22.330347,0.9999992,12.420746,17.238289,3980,4.1599927,72.48285698890686,13.691907,0.9485704,35.99693,15.755783,188.7655,11.173084
,5.370724,16.647482,17.238289,[[-1.]],18.37753531430748,,,[[0.11]],16.745857,15.055388,200,-183.10025,22.39735,0.9999992,11.749794,17.238289,4000,8.931529,72.94187307357788,13.691305,0.9618593,35.818607,15.977998,192.37186,13.636296
,5.5018067,16.56581,17.238289,[[-1.]],18.28227978437929,,,[[0.11]],16.74496,15.050401,201,-182.10255,22.300396,0.9999992,11.153291,17.238289,4020,6.8922396,73.40331530570984,13.700081,0.9653346,35.267006,16.033985,194.03226,15.506816
,6.145168,16.608936,17.238289,[[-1.]],18.317892466408075,,,[[0.11]],16.744287,15.045439,202,-99.8071,22.913378,0.9999992,8.122708,17.238289,4040,5.1246356e-16,73.8651123046875,13.69727,1.0327704,33.948563,17.303022,208.61961,13.17924
,5.5936217,16.720592,17.238289,[[-0.998]],18.44812186803399,,,[[0.11]],16.74417,15.0405,203,-109.34014,22.261776,0.9999992,10.609943,17.238289,4060,0.25627467,74.35592007637024,13.693165,0.96265936,34.93619,16.098225,195.41985,12.8427105
,5.8372073,16.734722,17.238289,[[-0.999]],18.47227530369987,,,[[0.11]],16.744123,15.035586,204,-108.08303,22.478321,0.9999992,9.312607,17.238289,4080,7.7692137,75.01745653152466,13.682964,0.99084854,34.62839,16.571972,202.1331,11.66161
,4.166628,16.709682,17.238289,[[-0.999]],18.42931762044562,,,[[0.11]],16.743956,15.030696,205,-117.473656,21.58094,0.9999992,21.050787,17.238289,4100,19.708641,75.61411881446838,13.686581,0.7969758,39.211575,13.306486,163.38004,14.444772
,3.7727094,16.728134,17.238289,[[-1.]],18.455232345365168,,,[[0.11]],16.74388,15.02583,206,-120.15386,21.591381,0.9999992,24.470627,17.238289,4120,0.30835718,76.21106958389282,13.70516,0.74635124,40.75277,12.452969,153.74835,17.732073
,3.7915547,16.751307,17.238289,[[-1.]],18.478908680741924,,,[[0.11]],16.743916,15.0209875,207,-121.792404,22.259613,0.9999992,23.79441,17.238289,4140,17.656033,76.85162281990051,13.695374,0.7891758,43.085068,13.166619,163.35939,11.949371
,3.8931556,16.47126,17.238289,[[-1.]],18.18599588644297,,,[[0.11]],16.742605,15.016168,208,-123.275116,22.965803,0.9999992,21.767574,17.238289,4160,17.893578,77.4495952129364,13.631893,0.8471562,45.261097,14.110114,176.2085,0.72011274
,4.0727396,16.64979,17.238289,[[-1.]],18.37314168675326,,,[[0.11]],16.74216,15.011372,209,-124.86757,22.895515,0.9999992,19.725245,17.238289,4180,8.186196,78.0100908279419,13.626822,0.8668518,44.484066,14.430311,181.17203,12.74512
,4.257111,16.616426,17.238289,[[-1.]],18.334163123164025,,,[[0.11]],16.741562,15.006598,210,-126.21731,23.820568,0.9999992,18.975409,17.238289,4200,18.799715,78.53889155387878,13.619204,0.9449736,46.61482,15.721983,198.44446,12.179221
,4.448745,16.514128,17.238289,[[-1.]],18.224574949125515,,,[[0.11]],16.740484,15.001848,211,-126.10908,24.02001,0.9999992,17.568943,17.238289,4220,14.950465,79.07033061981201,13.6224985,0.9785444,46.41149,16.270279,206.47287,14.39072
,4.580829,16.659248,17.238289,[[-1.]],18.38342552725857,,,[[0.11]],16.7401,14.99712,212,-123.61253,23.167671,0.9999992,15.841836,17.238289,4240,7.993773,79.65639042854309,13.6364765,0.9403593,43.51967,15.6413965,199.35617,16.627825
,4.779141,16.58769,17.238289,[[-1.]],18.31143140030979,,,[[0.11]],16.739386,14.9924135,213,-124.472435,23.14186,0.9999992,15.1971,17.238289,4260,7.7729917,80.28816151618958,13.586965,0.95791554,42.69303,15.92789,204.03601,3.1680744
,4.8875303,16.701242,17.238289,[[-1.]],18.425183787736906,,,[[0.11]],16.739206,14.98773,214,-123.169975,23.302336,0.9999992,14.136375,17.238289,4280,13.928643,80.85789847373962,13.597645,0.9767995,42.769062,16.248348,209.0351,15.931818
,5.0107837,16.602928,17.238289,[[-1.]],18.325579472066135,,,[[0.11]],16.738571,14.983068,215,-121.19578,23.126694,0.9999992,12.890873,17.238289,4300,12.630129,81.45707488059998,13.588472,0.9765871,41.902874,16.246218,209.96623,11.6653
,5.1731544,16.704819,17.238289,[[-1.]],18.430240738476442,,,[[0.11]],16.738417,14.978428,216,-119.49154,22.663576,0.9999992,12.54607,17.238289,4320,8.531746,82.11769509315491,13.581384,0.9613991,40.142277,15.999059,207.6622,12.096964
,5.2487507,16.537546,17.238289,[[-1.]],18.260724747724296,,,[[0.11]],16.737492,14.973808,217,-120.98166,23.450214,0.9999992,13.585409,17.238289,4340,13.585409,83.1214485168457,13.563802,1.0151873,41.971058,16.881683,220.29562,9.819268
,5.47964,16.705626,17.238289,[[-1.]],18.428099962636114,,,[[0.11]],16.737345,14.969211,218,-116.428,22.195177,0.9999992,11.611864,17.238289,4360,8.06674,83.88891267776489,13.569638,0.9554339,38.010635,15.903417,208.28459,14.837017
,5.540511,16.677237,17.238289,[[-1.]],18.40243791711869,,,[[0.11]],16.73707,14.964634,219,-117.859314,22.829573,0.9999992,11.012654,17.238289,4380,8.360354,84.6282525062561,13.571671,0.9980575,39.450256,16.606937,218.57458,14.071619
,5.582009,16.580696,17.238289,[[-1.]],18.30302300597869,,,[[0.11]],16.736359,14.960078,220,-119.513695,23.090927,0.9999992,12.039473,17.238289,4400,2.1073716,85.44169735908508,13.574132,1.0169498,40.080364,16.914553,223.72894,14.128863
,5.766551,16.681759,17.238289,[[-1.]],18.405200490388808,,,[[0.11]],16.736113,14.9555435,221,-116.810776,22.332386,0.9999992,10.157812,17.238289,4420,6.1961308,86.32188510894775,13.57818,0.9828298,37.666428,16.353668,217.20538,14.465557
,5.8245583,16.7289,17.238289,[[-1.]],18.453244885437712,,,[[0.11]],16.73608,14.951029,222,-118.22035,22.747452,0.9999992,10.984847,17.238289,4440,7.5416217,86.96512031555176,13.591422,1.0114859,38.552258,16.828278,224.54987,16.546932
,5.941391,16.75188,17.238289,[[-1.]],18.481250488349087,,,[[0.11]],16.73615,14.946534,223,-117.59363,22.517693,0.9999992,10.514071,17.238289,4460,4.935795,87.5070948600769,13.619913,1.0045131,37.70269,16.714912,224.00642,19.945892
,6.045966,16.634268,17.238289,[[-1.]],18.348606274284364,,,[[0.11]],16.735697,14.94206,224,-116.987495,22.599262,0.9999992,10.085695,17.238289,4480,8.641022,88.11479043960571,13.630607,1.0154532,37.622032,16.896852,227.46153,16.022556
,6.1529446,16.657421,17.238289,[[-1.]],18.375232738081703,,,[[0.11]],16.735348,14.937606,225,-116.38941,22.628654,0.9999992,9.694232,17.238289,4500,7.871312,88.73328042030334,13.63901,1.0231347,37.413845,17.02539,230.20532,15.517567
,6.2432904,16.56475,17.238289,[[-1.]],18.281379445736757,,,[[0.11]],16.734592,14.933171,226,-113.646965,21.788946,0.9999992,8.421837,17.238289,4520,0.13558914,89.32112526893616,13.646071,0.9771941,35.37331,16.266766,220.84586,15.222829
,6.34682,16.624044,17.238289,[[-1.]],18.336701253276694,,,[[0.11]],16.734106,14.928756,227,-113.07022,21.777761,0.9999992,8.155199,17.238289,4540,6.486817,90.02542543411255,13.653676,0.98197126,35.121128,16.34566,222.90747,15.405001
,6.409426,16.502224,17.238289,[[-1.]],18.216006867846772,,,[[0.11]],16.73309,14.92436,228,-112.51839,21.444956,0.9999992,7.9070573,17.238289,4560,1.4881141,90.56422138214111,13.647833,0.9652209,34.335426,16.065912,220.07037,12.349038
,6.42445,16.693241,17.238289,[[-1.]],18.41377249196701,,,[[0.11]],16.732914,14.919984,229,-113.77582,21.370565,0.9999992,8.407793,17.238289,4580,1.5700073,91.06901168823242,13.652858,0.96176326,34.282124,16.0041,220.24379,14.8422985
,6.339573,16.797964,17.238289,[[-1.]],18.53585112261791,,,[[0.11]],16.733198,14.915627,230,-123.56656,22.253548,0.9999992,10.661449,17.238289,4600,1.1158062,91.71165728569031,13.663754,1.0113847,36.693085,16.815235,232.61848,16.20613
,6.1211376,16.462822,17.238289,[[-1.]],18.172664708739326,,,[[0.11]],16.732027,14.911288,231,-126.78311,22.766808,0.9999992,13.955741,17.238289,4620,4.3627043,92.37764525413513,13.670305,1.0309534,38.906204,17.134426,238.15024,15.17604
,6.1106954,16.683018,17.238289,[[-1.]],18.40201960557824,,,[[0.11]],16.731815,14.906969,232,-127.08701,22.474392,0.9999992,13.681272,17.238289,4640,1.0385739,93.04710030555725,13.669674,1.0127946,38.45198,16.832386,234.96834,13.50436
,2.9130442,16.58426,17.238289,[[-1.]],18.294146957483445,,,[[0.11]],16.731184,14.902668,233,-102.81934,24.952858,0.9999992,34.002285,17.238289,4660,,93.70511364936829,13.67869,0.76612943,61.278904,13.117617,178.50816,15.769054
,2.8725345,17.105461,17.238289,[[-0.833]],18.882726766010958,,,[[0.11]],16.732782,14.898385,234,-104.17967,29.380054,0.9999992,54.619503,17.238289,4680,54.619503,94.40818691253662,13.670133,1.0151639,82.69643,17.377909,237.54834,11.940541
,3.1300414,17.140825,17.238289,[[-0.824]],18.921350924400656,,,[[0.11]],16.734518,14.89412,235,-106.161156,28.086948,0.9999992,41.069794,17.238289,4700,4.383611,95.16649675369263,13.675337,0.99726343,74.87342,17.072212,234.3569,14.932045
,3.6438448,17.200176,17.238289,[[-0.811]],18.980497377483122,,,[[0.11]],16.736492,14.889874,236,-110.49363,28.085514,0.9999992,29.49025,17.238289,4720,23.977764,96.15864753723145,13.673485,1.0875062,70.43424,18.62392,256.65146,13.285953
,3.559538,17.150139,17.238289,[[-0.788]],18.93062604389623,,,[[0.11]],16.738237,14.885646,237,-79.938156,18.556606,0.9999992,21.955002,17.238289,4740,3.210862e-20,97.06750226020813,13.690769,0.5287177,35.20291,8.870918,125.3061,17.722506
,3.8334131,16.838245,17.238289,[[-0.995]],18.582775585364793,,,[[0.11]],16.738657,14.881435,238,-80.0155,20.544245,0.9999992,22.222954,17.238289,4760,22.222954,98.0720751285553,13.706534,0.68821615,42.728355,11.550542,163.79544,17.92241
,4.3101754,16.844515,17.238289,[[-0.996]],18.579868972757023,,,[[0.11]],16.739101,14.877242,239,-80.1342,21.39233,0.9999992,20.129412,17.238289,4780,13.571204,98.80051708221436,13.715761,0.79802495,44.25063,13.393449,190.72797,16.236803
,4.821786,16.669289,17.238289,[[-0.996]],18.40012495035264,,,[[0.11]],16.73881,14.873067,240,-80.35749,21.629934,0.9999992,17.420687,17.238289,4800,3.5437462,99.55249524116516,13.726645,0.8631428,42.962147,14.479767,207.15427,16.544228
,5.5208693,16.904655,17.238289,[[-0.997]],18.650765821171905,,,[[0.11]],16.739496,14.868909,241,-80.88012,22.770052,0.9999992,13.562277,17.238289,4820,13.554105,100.39556002616882,13.721789,0.98510224,43.00222,16.525278,237.40964,12.70664
,6.1708403,16.77294,17.238289,[[-0.997]],18.501454667144827,,,[[0.11]],16.739635,14.864768,242,-81.25842,22.849108,0.9999992,10.266411,17.238289,4840,6.3965006,101.1891860961914,13.74383,1.0295541,40.375717,17.262093,249.1521,19.084053
,4.934631,16.627077,17.238289,[[-0.997]],18.357755921961985,,,[[0.11]],16.739172,14.860644,243,-78.85252,21.269838,0.9999992,16.363848,17.238289,4860,4.9917717,102.0681984424591,13.743328,0.8510523,41.909054,14.28318,206.80571,13.603747
,5.550896,16.774149,17.238289,[[-0.996]],18.513780866458934,,,[[0.11]],16.739315,14.856538,244,-79.14551,21.865942,0.9999992,13.436895,17.238289,4880,7.758552,102.7649142742157,13.740169,0.9332444,41.0225,15.654949,227.71164,13.133787
,6.2209888,16.806593,17.238289,[[-0.997]],18.538067490571926,,,[[0.11]],16.73959,14.8524475,245,-79.56419,22.363888,0.9999992,10.301021,17.238289,4900,5.9752975,103.45043540000916,13.761927,1.0032775,39.511887,16.82191,245.80301,19.149427
,6.893936,16.56574,17.238289,[[-0.997]],18.288965803391367,,,[[0.11]],16.738884,14.848374,246,-80.21061,22.79284,0.9999992,7.432145,17.238289,4920,5.192112,104.41748642921448,13.776103,1.0619663,37.89471,17.79184,261.2437,17.25679
,7.0539165,16.805412,17.238289,[[-0.998]],18.54680862644821,,,[[0.11]],16.739153,14.844317,247,-87.79715,22.257454,0.9999992,8.604568,17.238289,4940,0.54194754,105.23625493049622,13.779436,1.039294,36.39193,17.369875,256.70563,14.546828
,3.623628,16.765806,17.238289,[[-0.999]],18.49637601830505,,,[[0.11]],16.739262,14.840278,248,-73.93638,13.825636,0.9999992,10.068541,17.238289,4960,0.0307367,106.21479487419128,13.783007,0.25645024,17.551376,4.3112545,63.599655,14.634419
,1.3487701,16.76766,17.238289,[[-0.993]],18.51060819896574,,,[[0.11]],16.739376,14.836253,249,-73.5647,41.050365,0.9999992,169.60698,17.238289,4980,169.60698,107.11911201477051,13.729676,0.9231065,170.41711,15.488874,229.85352,1.2475502
,1.7420776,16.922447,17.238289,[[-0.993]],18.6713558751209,,,[[0.11]],16.740107,14.832245,250,-73.13911,33.311054,0.9999992,108.46268,17.238289,5000,36.347393,107.85157918930054,13.725288,0.8044182,115.43949,13.520559,201.10455,12.871569
,2.091232,16.857155,17.238289,[[-0.993]],18.59791785320087,,,[[0.11]],16.740574,14.828253,251,-72.68769,30.660847,0.9999992,83.80259,17.238289,5020,44.583176,108.55840682983398,13.720156,0.8426928,101.14414,14.174595,211.51588,12.715499
,2.3000348,16.94234,17.238289,[[-0.993]],18.697893857280853,,,[[0.11]],16.741375,14.824277,252,-72.23649,31.822212,0.9999992,69.031235,17.238289,5040,69.031235,109.28501415252686,13.725766,0.9986689,109.417725,16.832623,251.66457,15.358302
,2.5216756,16.870209,17.238289,[[-0.993]],18.60828789559364,,,[[0.11]],16.741884,14.820316,253,-71.78424,31.030382,0.9999992,60.39794,17.238289,5060,39.018646,110.03079891204834,13.721506,1.0297256,103.312485,17.358292,260.52057,12.728628
,2.651484,16.926533,17.238289,[[-0.993]],18.67311458051905,,,[[0.11]],16.74261,14.816372,254,-71.308815,29.800308,0.9999992,55.446575,17.238289,5080,18.85597,110.7561867237091,13.727919,0.9961533,95.42691,16.797562,253.02293,15.392413
,2.7879932,16.915266,17.238289,[[-0.992]],18.671938650462227,,,[[0.11]],16.743286,14.812443,255,-70.86251,30.7273,0.9999992,50.797646,17.238289,5100,49.15856,111.49112367630005,13.722312,1.0882765,99.53773,18.36121,277.5105,12.363227
,2.7773728,17.143602,17.238289,[[-0.992]],18.918124101363464,,,[[0.11]],16.74485,14.808529,256,-70.42864,29.251501,0.9999992,47.656586,17.238289,5120,1.7687337,112.34613943099976,13.711987,0.9978807,91.978096,16.838123,255.45746,11.057501
,2.915341,16.877153,17.238289,[[-0.992]],18.63047700328762,,,[[0.11]],16.745367,14.80463,257,-69.96129,29.247702,0.9999992,45.54908,17.238289,5140,29.295664,113.11409020423889,13.71754,1.0323975,91.010345,17.421785,265.32617,15.197563
,3.040233,16.92819,17.238289,[[-0.992]],18.67747699774796,,,[[0.11]],16.746075,14.800747,258,-69.49826,29.84364,0.9999992,43.620354,17.238289,5160,36.870872,113.83304166793823,13.725294,1.0959933,93.008095,18.503529,282.76627,15.741449
,3.1191366,16.931679,17.238289,[[-0.991]],18.687165323639775,,,[[0.11]],16.746792,14.796878,259,-69.029564,29.278732,0.9999992,42.651756,17.238289,5180,15.08174,114.60166883468628,13.729307,1.0792774,89.61866,18.225489,279.53284,14.725921
,3.2236688,16.959095,17.238289,[[-0.991]],18.707713485997896,,,[[0.11]],16.747608,14.793024,260,-68.58639,29.933622,0.9999992,41.531723,17.238289,5200,35.208344,115.36440420150757,13.713278,1.1386161,91.83331,19.238796,296.0402,9.535652
,3.3126082,16.924429,17.238289,[[-0.991]],18.68203223804439,,,[[0.11]],16.748285,14.789186,261,-68.11325,29.750595,0.9999992,41.25555,17.238289,5220,20.439074,116.09809947013855,13.711611,1.1445167,90.17634,19.342913,298.71887,13.195198
,3.3726995,16.80542,17.238289,[[-0.99]],18.550677015304476,,,[[0.11]],16.748503,14.785361,262,-67.615875,29.552717,0.9999992,42.132942,17.238289,5240,19.08883,116.83790063858032,13.699765,1.1439831,88.86756,19.330467,299.72357,10.516718
,3.2064571,16.834932,17.238289,[[-0.989]],18.577454143891728,,,[[0.11]],16.748833,14.781552,263,-66.992424,28.441353,0.9999992,46.24932,17.238289,5260,1.1960001,117.56623792648315,13.692727,1.0461456,85.806946,17.689117,275.1363,11.756465
,3.0787332,16.898067,17.238289,[[-0.987]],18.663141187293245,,,[[0.11]],16.749397,14.777757,264,-66.57367,30.898808,0.9999992,63.015163,17.238289,5280,63.015163,118.30375933647156,13.677607,1.16465,99.86822,19.700508,307.4676,9.702091
,3.035628,16.89772,17.238289,[[-0.986]],18.650517937950426,,,[[0.11]],16.749956,14.773976,265,-66.157036,30.954725,0.9999992,65.86981,17.238289,5300,28.143154,119.05025672912598,13.667477,1.1576695,101.060616,19.597412,306.78244,10.891402
,2.709718,16.821428,17.238289,[[-0.985]],18.571771270363627,,,[[0.11]],16.750225,14.770209,266,-65.79224,30.441729,0.9999992,68.43964,17.238289,5320,7.0740104,119.83303308486938,13.674011,1.0449269,102.575455,17.71842,277.95056,15.311666
,2.519199,16.947891,17.238289,[[-0.982]],18.699991843935866,,,[[0.11]],16.750965,14.766458,267,-65.56997,29.907932,0.9999992,70.57343,17.238289,5340,13.437575,120.71776056289673,13.690676,0.9546493,101.179535,16.2224,254.89137,18.141884
,2.6487143,16.942574,17.238289,[[-0.979]],18.703438213300366,,,[[0.11]],16.75168,14.762719,268,-65.38403,30.55008,0.9999992,62.76626,17.238289,5360,54.616844,121.58687472343445,13.680248,1.0316164,104.38016,17.533735,276.4732,11.002801
,2.7537332,17.012608,17.238289,[[-0.977]],18.780157913797247,,,[[0.11]],16.75265,14.758995,269,-65.473076,31.622456,0.9999992,63.748238,17.238289,5380,63.748238,122.30696368217468,13.689855,1.121949,109.59822,19.102514,301.80426,16.297964
,3.004802,17.194008,17.238289,[[-0.973]],18.97642711503375,,,[[0.11]],16.754286,14.755284,270,-64.68478,28.7546,0.9999992,50.26336,17.238289,5400,0.49742576,123.03229856491089,13.712336,1.017402,91.41985,17.280775,274.69855,19.709818
,3.0968308,17.012108,17.238289,[[-0.978]],18.78362138147206,,,[[0.11]],16.755236,14.751587,271,-64.74899,28.119835,0.9999992,44.932377,17.238289,5420,28.51014,123.92184972763062,13.7252,0.99811095,87.343506,16.986977,270.48807,17.231453
,3.7548587,16.974792,17.238289,[[-0.974]],18.743308624400548,,,[[0.11]],16.756044,14.747904,272,-66.25415,27.649601,0.9999992,32.84794,17.238289,5440,24.667822,124.84994506835938,13.707066,1.0830513,78.45567,18.467745,294.58997,8.840369
,4.0470624,17.123875,17.238289,[[-0.961]],18.902941953133915,,,[[0.11]],16.757391,14.744234,273,-67.05912,27.759064,0.9999992,27.669682,17.238289,5460,13.323788,125.74130177497864,13.711979,1.1277169,76.07165,19.240149,307.8667,15.002948
,4.1925335,17.093956,17.238289,[[-0.955]],18.867293877933328,,,[[0.11]],16.75862,14.740578,274,-67.687706,28.411312,0.9999992,23.545765,17.238289,5480,21.92987,126.57137799263,13.711555,1.182706,77.29489,20.187984,324.06143,13.50357
,4.2475276,16.9819,17.238289,[[-0.95]],18.756870256393825,,,[[0.11]],16.759432,14.736935,275,-68.66175,28.379292,0.9999992,22.499475,17.238289,5500,16.73948,127.45244216918945,13.712024,1.1868378,76.84009,20.262434,326.3804,13.693888
,4.048808,17.120193,17.238289,[[-0.943]],18.89628144416406,,,[[0.11]],16.760738,14.733305,276,-70.99822,27.821398,0.9999992,28.766594,17.238289,5520,19.114279,128.29265475273132,13.7135105,1.1299852,77.02907,19.306156,311.87592,13.970991
,4.35886,17.087673,17.238289,[[-0.93]],18.86325077674559,,,[[0.11]],16.761919,14.729689,277,-69.50737,27.881836,0.9999992,21.709713,17.238289,5540,17.898348,129.16982579231262,13.701112,1.1692483,74.30424,19.972296,323.88177,10.184334
,4.076726,17.060421,17.238289,[[-0.936]],18.83547915372167,,,[[0.11]],16.762995,14.726085,278,-64.13687,23.861752,0.9999992,28.053411,17.238289,5560,2.8014846,130.06199622154236,13.716121,0.90332603,61.599586,15.404824,251.12463,17.736715
,4.6348486,16.957436,17.238289,[[-0.963]],18.711560264910233,,,[[0.11]],16.763689,14.722494,279,-66.98042,26.615782,0.9999992,17.862793,17.238289,5580,0.025584986,130.99657130241394,13.7071295,1.123235,67.61441,19.177227,313.38257,11.326074
,4.6531963,17.126764,17.238289,[[-0.946]],18.905728373598436,,,[[0.11]],16.764986,14.718917,280,-67.93747,26.81924,0.9999992,17.449652,17.238289,5600,12.28104,131.8791263103485,13.69751,1.1364237,68.38281,19.410017,318.19864,10.916979
,4.3305483,17.050686,17.238289,[[-0.939]],18.82438208206737,,,[[0.11]],16.766005,14.715351,281,-70.42419,27.226364,0.9999992,27.621567,17.238289,5620,19.256205,132.6560389995575,13.703882,1.1274395,73.15713,19.265114,316.8105,15.378736
,3.3455586,17.123608,17.238289,[[-0.925]],18.89955547574857,,,[[0.11]],16.76727,14.711799,282,-61.647217,24.316923,0.9999992,35.92215,17.238289,5640,0.10732225,133.45059061050415,13.6993265,0.8242375,69.475685,14.011745,232.43498,12.322474
,3.6433532,17.037884,17.238289,[[-0.975]],18.801985673119397,,,[[0.11]],16.768227,14.70826,283,-61.168327,25.044155,0.9999992,30.041344,17.238289,5660,24.407478,134.26736903190613,13.67178,0.91777927,71.28915,15.581285,259.73154,6.1061406
,4.163536,16.91642,17.238289,[[-0.978]],18.670515131866594,,,[[0.11]],16.76875,14.704732,284,-60.82636,25.212406,0.9999992,28.19113,17.238289,5680,11.2027855,135.05926656723022,13.667876,0.9995847,68.18292,16.931805,283.88205,12.67348
,4.406174,16.875034,17.238289,[[-0.983]],18.633775607948845,,,[[0.11]],16.769121,14.701217,285,-60.725506,25.726923,0.9999992,22.983929,17.238289,5700,4.866707,135.9080879688263,13.648877,1.0582584,68.45023,17.902317,301.60364,8.279437
,3.7114441,16.922169,17.238289,[[-0.985]],18.671410380556615,,,[[0.11]],16.769657,14.697714,286,-73.4742,25.91877,0.9999992,44.048054,17.238289,5720,2.1266682e-19,136.7128345966339,13.652372,0.97246313,74.93699,16.629509,278.12445,14.61652
,4.165458,17.12236,17.238289,[[-0.905]],18.89750013330021,,,[[0.11]],16.770885,14.694223,287,-71.47242,25.865828,0.9999992,33.462887,17.238289,5740,12.744299,137.44091057777405,13.649616,1.0287578,70.88139,17.589048,295.25348,12.919177
,4.610332,17.15056,17.238289,[[-0.913]],18.929204330672995,,,[[0.11]],16.772203,14.690745,288,-69.48739,26.483469,0.9999992,23.812687,17.238289,5760,18.910355,138.49570083618164,13.644369,1.1116576,69.44346,19.005358,320.1574,12.136968
,4.5765033,17.017603,17.238289,[[-0.921]],18.79159302799388,,,[[0.11]],16.773052,14.68728,289,-70.04681,25.396097,0.9999992,25.221178,17.238289,5780,6.2732477,139.37714385986328,13.651089,1.0447935,65.977295,17.862709,301.9453,15.501005
,4.9749374,17.15036,17.238289,[[-0.917]],18.93007860981726,,,[[0.11]],16.774353,14.6838255,290,-68.15322,25.939224,0.9999992,17.71939,17.238289,5800,14.837317,140.22680926322937,13.661397,1.112013,64.82167,19.00917,322.48376,16.619095
,5.3587284,17.098215,17.238289,[[-0.924]],18.874070660914366,,,[[0.11]],16.775467,14.680383,291,-63.396122,24.756721,0.9999992,15.308888,17.238289,5820,12.867609,141.10357022285461,13.663676,1.0731736,58.277542,18.322998,312.29352,14.235139
,5.474798,17.000038,17.238289,[[-0.947]],18.768484426471296,,,[[0.11]],16.776237,14.676952,292,-64.442505,25.67833,0.9999992,13.725456,17.238289,5840,12.213938,141.93995261192322,13.653429,1.1348153,60.52572,19.381004,331.3661,10.615683
,4.2448125,17.135515,17.238289,[[-0.94]],18.907760960856052,,,[[0.11]],16.777462,14.673533,293,-73.176445,21.38441,0.9999992,28.799177,17.238289,5860,0.10435245,143.19865345954895,13.660355,0.7751164,53.502743,13.2623625,227.1091,15.56704
,4.5724998,17.201042,17.238289,[[-0.896]],18.98138483208339,,,[[0.11]],16.778904,14.670126,294,-71.00836,21.823776,0.9999992,24.7724,17.238289,5880,4.084253,144.38141798973083,13.680644,0.8349712,53.68651,14.283791,245.48154,19.864967
,5.031835,17.185532,17.238289,[[-0.905]],18.96478002988705,,,[[0.11]],16.780281,14.666731,295,-68.821,23.03693,0.9999992,19.46278,17.238289,5900,12.715162,145.4020974636078,13.67898,0.9461879,55.471897,16.18524,279.12543,13.369059
,5.404703,17.137953,17.238289,[[-0.914]],18.91295073130301,,,[[0.11]],16.78149,14.663346,296,-67.098,23.539366,0.9999992,14.802323,17.238289,5920,6.478131,146.83688807487488,13.679309,1.0034665,54.956966,17.16037,297.0261,13.845782
,5.710576,17.128422,17.238289,[[-0.921]],18.906437899868088,,,[[0.11]],16.78266,14.659974,297,-65.53782,24.404846,0.9999992,12.570047,17.238289,5940,11.71665,147.91347241401672,13.677376,1.0742943,55.872723,18.367525,319.06543,13.116582
,5.90661,17.119967,17.238289,[[-0.928]],18.898281532018697,,,[[0.11]],16.78379,14.656612,298,-63.728176,24.804972,0.9999992,11.807802,17.238289,5960,4.0567727,149.2298355102539,13.668887,1.1098168,55.992424,18.968023,330.7254,11.08927
