LQGsigma_higher,Regret,TimeElapsed,LQGmu1_higher,ReturnMean,Iteration,ReturnLastEpisode,Regret/t,LQGmu1_actor
0.01831564,0.055883816224968075,0.06046295166015625,-1.0,0.9092361837750319,1,0.9092361837750319,0.055883816224968075,-1.033081
0.044551425,0.6068267713172963,0.08095121383666992,0.33333334,0.6617066143413518,2,0.4141770449076717,0.30341338565864817,0.37741232
0.10836801,0.6597754747571132,0.10306596755981445,-1.0,0.745194841747629,3,0.9121712965601831,0.21992515825237105,-0.9679889
0.41111228,0.7396165224102811,0.12447309494018555,0.11111111,0.7802158693974297,4,0.8852789523468321,0.18490413060257027,-0.1863387
1.0,0.7839953170051466,0.15255141258239746,-1.0,0.8083209365989706,5,0.9207412054051345,0.1567990634010293,-0.6130015
1.0,1.7456687876936487,0.17704534530639648,1.0,0.6741752020510585,6,0.003446529311497681,0.29094479794894146,1.0686542
0.1690133,2.7074374688039295,0.20656037330627441,1.0,0.5783432187422957,7,0.003351318889718927,0.3867767812577042,1.136314
0.01831564,3.667598262492633,0.23299574851989746,1.0,0.5066702171884208,8,0.004959206311296597,0.4584497828115791,1.037325
0.41111228,3.7192192889634805,0.2602839469909668,-1.0,0.551873412337391,9,0.9134989735291521,0.41324658766260897,-0.92250884
0.044551425,3.7723304056033014,0.2871255874633789,-1.0,0.5878869594396697,10,0.9120088833601789,0.37723304056033014,-0.9696607
1.0,3.831153783723364,0.31635141372680664,-0.11111111,0.6168332923887849,11,0.9062966218799372,0.3482867076112149,-1.3028157
0.01831564,3.935063057528322,0.3411550521850586,-0.11111111,0.6371980785393063,12,0.8612107261950418,0.3279219214606935,-0.13395098
0.1690133,4.014840475642403,0.3721139430999756,-0.11111111,0.6562861172582765,13,0.8853425818859185,0.3088338827417233,-0.176736
0.069483444,4.06731998172788,0.3995065689086914,-0.33333334,0.6745971441622941,14,0.9126404939145236,0.2905228558377057,-0.3612648
0.6411804,4.132688124581241,0.43085408210754395,-0.5555556,0.6896074583612504,15,0.8997518571466387,0.27551254163874944,-0.23621994
0.0285655,4.1785949161859275,0.45897817611694336,-0.5555556,0.7039578177383793,16,0.9192132083953134,0.26116218226162047,-0.558399
0.41111228,5.140363597296209,0.4818253517150879,1.0,0.6627456707472816,17,0.003351318889718927,0.3023743292527182,1.3773875
0.26359713,5.19377702846092,0.5026564598083496,-0.5555556,0.6765768317521709,18,0.9117065688352894,0.2885431682478289,-0.3402827
0.01831564,5.240227018227913,0.5230867862701416,-0.5555556,0.6893185779880043,19,0.9186700102330063,0.2758014220119954,-0.57971567
0.6411804,5.28624784406374,0.5465106964111328,0.11111111,0.7008076077968128,20,0.9190991741641732,0.26431239220318703,-0.57639635
0.26359713,5.332617820381757,0.568981409072876,-1.0,0.711185818077059,21,0.918750023681983,0.2539341819229408,-0.6058962
0.10836801,5.379278141703333,0.5920982360839844,-0.5555556,0.7206073571953029,22,0.9184596786784244,0.24451264280469695,-0.552884
0.0285655,5.436450699700867,0.613328218460083,-1.0,0.7287525782738752,23,0.9079474420024658,0.23636742172612465,-1.0565121
1.0,6.058340226430998,0.6354460716247559,0.33333334,0.7126891572320416,24,0.34323047326986944,0.25243084276795824,0.54014105
0.069483444,6.988648283032214,0.6602950096130371,1.0,0.6855740686787112,25,0.0348119433987834,0.2795459313212886,0.96997005
1.0,7.950416964142495,0.6775121688842773,-0.5555556,0.6593347321483655,26,0.003351318889718927,0.30578526785163446,1.3613836
0.6411804,7.996547496369575,0.6989660263061523,-0.11111111,0.6689515742085341,27,0.9189894677729202,0.29616842579146574,-0.6978019
0.6411804,8.05628799627982,0.7232875823974609,-1.0,0.677395428704292,28,0.9053795000897542,0.2877245712957079,-1.6480696
0.1690133,8.65135514036651,0.743058443069458,0.5555556,0.6667974089528789,29,0.3700528559133103,0.29832259104712106,0.48508006
0.41111228,8.7023371084553,0.7696130275726318,-0.7777778,0.6750420963848233,30,0.914138031911211,0.29007790361517666,-0.9202023
0.26359713,9.17714675985363,0.7982769012451172,0.5555556,0.6690830077466571,31,0.49031034860166994,0.2960369922533429,0.018984795
0.6411804,9.844713279024097,0.8223798274993896,1.0,0.6574727100304969,32,0.2975534808295325,0.307647289969503,0.6228025
0.10836801,10.733564267106447,0.8463263511657715,0.7777778,0.6398604767543501,33,0.07626901191765079,0.3252595232456499,0.92390066
0.0285655,11.644336274640407,0.8714132308959961,1.0,0.6226395213341056,34,0.054347992466039816,0.3424804786658943,0.9485393
0.069483444,11.691748412409767,0.8959951400756836,-0.7777778,0.6310700453597209,35,0.9177078622306404,0.3340499546402791,-0.76482874
0.044551425,11.79594933945195,0.9209573268890381,-0.11111111,0.6374547405707791,36,0.8609190729578178,0.3276652594292208,-0.11697
0.069483444,11.850595220529314,0.9468052387237549,-1.0,0.6448336426883968,37,0.9104741189226346,0.3202863573116031,-1.0099003
0.044551425,11.898677149630604,0.9706242084503174,-0.5555556,0.651996917114984,38,0.9170380708987104,0.3131230828850159,-0.5398851
0.41111228,12.642429171675568,0.9926395416259766,0.33333334,0.6409551494442162,39,0.22136797795503632,0.3241648505557838,0.74041945
0.26359713,12.74721626694242,1.0121819972991943,-0.11111111,0.6464395933264394,40,0.8603329047331473,0.3186804066735605,-0.11572853
0.069483444,13.294888802413285,1.0330495834350586,0.33333334,0.6408544194533344,41,0.41744746452913484,0.3242655805466655,0.36818096
1.0,13.78564233645192,1.0621659755706787,0.11111111,0.6368904205606686,42,0.47436646596136545,0.3282295794393314,0.12556665
0.26359713,14.510677663187682,1.0834603309631348,1.0,0.6276623799258679,43,0.2400846732642383,0.33745762007413216,0.7133234
0.01831564,15.0527184369273,1.1045007705688477,0.33333334,0.6230127627971068,44,0.42307922626038147,0.3421072372028932,0.35171688
0.0285655,15.10023947446413,1.1218328475952148,-0.7777778,0.629559122789686,45,0.9175989624631702,0.335560877210314,-0.7844041
0.1690133,15.149787976756995,1.1435668468475342,-0.5555556,0.6357767831139783,46,0.915571497707135,0.32934321688602164,-0.43536136
0.41111228,15.20557035122127,1.1653294563293457,-0.33333334,0.6415972265697601,47,0.9093376255357252,0.3235227734302398,-0.32611373
0.0285655,15.84234403877806,1.1854352951049805,0.5555556,0.6350711658587903,48,0.3283463124432096,0.3300488341412096,0.5683988
0.10836801,15.935752232358974,1.2087907791137695,-0.11111111,0.6399005666865515,49,0.8717118064190861,0.32521943331344844,-0.1269937
0.044551425,15.981599243089121,1.2307991981506348,-0.7777778,0.6454880151382174,50,0.9192729892698522,0.3196319848617824,-0.7499366
0.26359713,16.07713264729885,1.265019178390503,0.11111111,0.6498821049549243,51,0.8695865957902703,0.3152378950450755,-0.11282044
0.069483444,16.190838069276364,1.2898554801940918,-0.11111111,0.6537577294369927,52,0.8514145780224869,0.31136227056300697,-0.11056983
0.01831564,16.23784018963977,1.3134405612945557,-0.7777778,0.6587456567992495,53,0.9181178796365937,0.30637434320075035,-0.77978194
0.1690133,16.287786997292717,1.336730718612671,-0.33333334,0.6634943148649494,54,0.915173192347051,0.3016256851350503,-0.3306796
0.41111228,16.852054661468394,1.358102798461914,-0.11111111,0.6587190061551199,55,0.40085233582432295,0.3064009938448799,0.41289574
0.044551425,17.81244742048683,1.379183053970337,1.0,0.6470405817770207,56,0.004727240981564078,0.3180794182229791,1.0421904
0.0285655,18.301368224898255,1.4011878967285156,0.11111111,0.644043364475469,57,0.47619919558857343,0.3210766355245308,0.10913234
0.01831564,19.064224202602663,1.4253654479980469,0.7777778,0.6364264792654711,58,0.2022640222955909,0.3286935207345287,0.7670897
0.1690133,19.977464051668015,1.4472589492797852,0.7777778,0.626518914378508,59,0.05188015093464932,0.33860108562149177,0.95127314
0.1690133,20.022568015525025,1.4672224521636963,-1.0,0.6314105330745827,60,0.9200160361429898,0.3337094669254171,-0.6877408
1.0,20.984336696635307,1.4898645877838135,-0.33333334,0.6211144803830276,61,0.003351318889718927,0.34400551961697223,1.1907742
