ReturnMax,MinEpLen,ReturnMean,NatGradInftyNorm,AvgEpLen,TimestepsSoFar,AvgRet,NumTrajectories,BatchSize,Iteration,StepSize,NatGrad2Norm,VarJ,J
-4.408766883269136e-06,500,-0.0816148595520168,0.008456918,500.0,50000,-0.4138476910531172,100,100,1,3.0,0.008472458,9.774722275883923e-05,-0.0816148595520168
-4.408766883269136e-06,500,-0.07545248961087375,0.005656923,500.0,50000,-0.35061114319574627,200,100,2,3.0,0.0056623854,7.82062480274189e-05,-0.06929011966973073
-7.386074399288764e-07,500,-0.07288299808317106,0.005115863,500.0,50000,-0.3427702612826687,300,100,3,3.0,0.005401571,9.671879605558155e-05,-0.06774401502776567
-7.386074399288764e-07,500,-0.06880857551574232,0.0016223991,500.0,50000,-0.2853398847278164,400,100,4,3.0,0.0019076242,5.718261184163469e-05,-0.05658530781345606
-7.386074399288764e-07,500,-0.06746964880035435,0.0022452516,500.0,50000,-0.3131829403354385,500,100,5,3.0,0.0023059542,5.878515431515756e-05,-0.06211394193880247
-7.386074399288764e-07,500,-0.06892087254591525,0.0045294953,500.0,50000,-0.3852640972759454,600,100,6,3.0,0.004568823,8.453107153207477e-05,-0.0761769912737198
-7.386074399288764e-07,500,-0.06920739009386408,0.0053780293,500.0,50000,-0.3576832576123207,700,100,7,3.0,0.0054230927,0.00013201211188876397,-0.07092649538155697
-7.386074399288764e-07,500,-0.06753164051002453,0.002858396,500.0,50000,-0.281952631922385,800,100,8,3.0,0.0029367374,6.477584694808677e-05,-0.05580139342314772
-7.386074399288764e-07,500,-0.06652035342458601,0.00722361,500.0,50000,-0.29493009564937117,900,100,9,3.0,0.0072268886,5.851784872242295e-05,-0.05843005674107789
-7.386074399288764e-07,500,-0.06603936992322017,0.0014396553,500.0,50000,-0.31143196126391165,1000,100,10,3.0,0.0015678572,5.554304598487922e-05,-0.061710518410927506
-7.386074399288764e-07,500,-0.06687448175422123,0.0029378766,500.0,50000,-0.3799096185459575,1100,100,11,3.0,0.0030179962,0.00010979308346964104,-0.075225600064232
-7.386074399288764e-07,500,-0.06746122691513867,0.0118437745,500.0,50000,-0.3726858189111282,1200,100,12,3.0,0.011846489,0.00010400213672555015,-0.07391542368523049
-7.386074399288764e-07,500,-0.06786358024654585,0.0033388764,500.0,50000,-0.36742498329725093,1300,100,13,3.0,0.0034892608,7.462665061256038e-05,-0.07269182022343199
-7.386074399288764e-07,500,-0.0666772959334144,0.002626777,500.0,50000,-0.25922411172255494,1400,100,14,3.0,0.0026269415,6.0651238259806516e-05,-0.05125559986270566
-7.386074399288764e-07,500,-0.06644777351610885,0.0042530335,500.0,50000,-0.3190118490738261,1500,100,15,3.0,0.0042537204,5.982500012905709e-05,-0.06323445967383103
-7.386074399288764e-07,500,-0.06675727501020647,0.0015319168,500.0,50000,-0.3608359539990302,1600,100,16,3.0,0.0017547813,8.469138365549623e-05,-0.07139979742167066
-7.386074399288764e-07,500,-0.06709600389030043,0.0072781765,500.0,50000,-0.36658928068093316,1700,100,17,3.0,0.007307119,0.00012590496896359836,-0.07251566597180385
-7.386074399288764e-07,500,-0.06586536373419585,0.0016736983,500.0,50000,-0.22655746913987482,1800,100,18,3.0,0.0017024166,2.961853035314212e-05,-0.04494448108041816
-7.386074399288764e-07,500,-0.06554614753378427,0.0034359316,500.0,50000,-0.3019561855536506,1900,100,19,3.0,0.0039249514,8.722210528643262e-05,-0.059800255926375716
-7.386074399288764e-07,500,-0.0654603449473394,0.0047282605,500.0,50000,-0.3218041575425709,2000,100,20,3.0,0.0048369844,6.603320401629321e-05,-0.06383009580488705
-7.386074399288764e-07,500,-0.06548639261714755,0.0043954984,500.0,50000,-0.33269314020368407,2100,100,21,3.0,0.0044021145,7.68038274540846e-05,-0.06600734601331042
-7.386074399288764e-07,500,-0.06553445135974272,0.0046404717,500.0,50000,-0.3360092832699677,2200,100,22,3.0,0.004696902,9.292719666353976e-05,-0.06654368495424097
-7.386074399288764e-07,500,-0.06569470643933475,0.001219198,500.0,50000,-0.349150492825672,2300,100,23,3.0,0.0012327263,7.802826841598984e-05,-0.06922031819035974
-7.386074399288764e-07,500,-0.06581367371494051,0.0022436792,500.0,50000,-0.34619750211886396,2400,100,24,3.0,0.0025818453,8.312894181196798e-05,-0.06854992105387299
-7.386074399288764e-07,500,-0.06556180683727116,0.004927812,500.0,50000,-0.3003558722704864,2500,100,25,3.0,0.0050918637,0.00012989034272791388,-0.0595170017732063
-7.386074399288764e-07,500,-0.0657908511945482,0.0030075763,500.0,50000,-0.3608960664333488,2600,100,26,3.0,0.0030535997,9.587564355567403e-05,-0.07151696012647428
-7.386074399288764e-07,500,-0.06588588343047608,0.0016660073,500.0,50000,-0.34554696702594456,2700,100,27,3.0,0.001889431,5.9954293865078703e-05,-0.06835672156460085
-7.386074399288764e-07,500,-0.06629663346358707,0.0024598655,500.0,50000,-0.3904848351031973,2800,100,28,3.0,0.002785619,0.00016222155464695333,-0.07738688435758417
-7.386074399288764e-07,500,-0.06602169789918394,0.0037664066,500.0,50000,-0.2938225808262762,2900,100,29,3.0,0.0040928326,6.736797951771801e-05,-0.05832350209589651
-7.386074399288764e-07,500,-0.0659471555932947,0.0037364196,500.0,50000,-0.32148476297436757,3000,100,30,3.0,0.005142394,8.48495567294148e-05,-0.06378542872250664
-4.839053927842932e-07,500,-0.06566787104916458,0.002407968,500.0,50000,-0.28896516027973634,3100,100,31,3.0,0.0025217908,5.461597537371329e-05,-0.0572893347252609
-4.839053927842932e-07,500,-0.0657252062211996,0.005481949,500.0,50000,-0.3400643960999712,3200,100,32,3.0,0.005488278,0.0001315446477845969,-0.06750259655428521
-4.839053927842932e-07,500,-0.06592444082282559,0.0032587387,500.0,50000,-0.36455574297880056,3300,100,33,3.0,0.004325613,9.548497383450545e-05,-0.07229994807485707
-4.839053927842932e-07,500,-0.06566788045902072,0.0006929933,500.0,50000,-0.2886309262767408,3400,100,34,3.0,0.0008862035,5.019454366638081e-05,-0.057201388453460254
-4.839053927842932e-07,500,-0.06554459904064626,0.0008818578,500.0,50000,-0.30952527228652943,3500,100,35,3.0,0.0008850594,7.727988788375201e-05,-0.061353030815914436
-4.839053927842932e-07,500,-0.0654124351590897,0.0072117457,500.0,50000,-0.30656338988974324,3600,100,36,3.0,0.0072125816,8.696635404405803e-05,-0.060786699304610295
-4.839053927842932e-07,500,-0.06605714547673426,0.0036516031,500.0,50000,-0.4501496422731978,3700,100,37,3.0,0.0042506116,0.00014597575199948502,-0.08926671691193809
-4.839053927842932e-07,500,-0.0661328266854948,0.0035268958,500.0,50000,-0.3476997642363241,3800,100,38,3.0,0.003531652,0.0001004701305785332,-0.06893303140963536
-4.839053927842932e-07,500,-0.06630247104560406,0.00959549,500.0,50000,-0.36724226271325205,3900,100,39,3.0,0.009598777,0.00011326667938457804,-0.07274895672975588
-4.839053927842932e-07,500,-0.06588373296965434,0.0016991628,500.0,50000,-0.25034309620428236,4000,100,40,3.0,0.0022204933,3.653736918672425e-05,-0.049552948007615366
-4.839053927842932e-07,500,-0.06586661539235077,0.0075105275,500.0,50000,-0.32856732179071263,4100,100,41,3.0,0.0075983363,8.036387180735933e-05,-0.06518191230020777
-4.839053927842932e-07,500,-0.06571824620404806,0.0043965857,500.0,50000,-0.300752449135519,4200,100,42,3.0,0.0044029304,5.373171230866519e-05,-0.059635109483636574
-4.839053927842932e-07,500,-0.06558116749958524,0.0036568546,500.0,50000,-0.3019087079316476,4300,100,43,3.0,0.0038852505,6.098061915816295e-05,-0.059823861912147426
-4.839053927842932e-07,500,-0.06539016788357016,0.0009940307,500.0,50000,-0.2886739633668202,4400,100,44,3.0,0.0012627792,5.291380439307777e-05,-0.057177184394921234
-4.839053927842932e-07,500,-0.06533756584322976,0.0038206046,500.0,50000,-0.3182975673743844,4500,100,45,3.0,0.0038870382,8.290572401846025e-05,-0.06302307606825239
-4.839053927842932e-07,500,-0.06567478648137025,0.0068137003,500.0,50000,-0.4077588711344845,4600,100,46,3.0,0.007987711,0.00016067385162414074,-0.08084971519769167
